timestamp,hour_index,gross_load_mw,thermal_recorded_mw,thermal_allocated_mw,thermal_residual_mw,statewide_hydro_mw,monthly_st_lawrence_cf,monthly_st_lawrence_mw,nuclear_input_mw,source_time_policy,raw_five_minute_samples_or_forward_hold_used_here,independently_observed_zonal_generation
2019-01-08T15:00:00,184,19275.8,5762.0,6698.33333333333,936.3333333333306,3569.6666666666665,0.9132797583157471,781.7674731182796,5358.370833333344,released_hourly_mean_prepared_tables_with_their_existing_missing_hour_interpolation,False,False
2019-01-21T18:00:00,499,24727.600000000002,9876.0,10641.75,765.75,4383.083333333333,0.9132797583157471,781.7674731182796,5525.260833333354,released_hourly_mean_prepared_tables_with_their_existing_missing_hour_interpolation,False,False
2019-04-21T04:00:00,2645,11951.1,2337.0,2709.5,372.5,2813.0,0.9547118380062305,817.2333333333333,4225.313333333352,released_hourly_mean_prepared_tables_with_their_existing_missing_hour_interpolation,False,False
2019-07-17T16:00:00,4745,29319.699999999993,15551.0,17035.25,1484.25,3593.0,1.0760774670887348,921.122311827957,5364.5658333333595,released_hourly_mean_prepared_tables_with_their_existing_missing_hour_interpolation,False,False
2019-07-20T16:00:00,4817,30396.9,15469.0,16422.0,953.0,4323.285714285715,1.0760774670887348,921.122311827957,5450.405714285741,released_hourly_mean_prepared_tables_with_their_existing_missing_hour_interpolation,False,False
2019-07-27T02:00:00,4971,16935.2,5527.0,6112.416666666667,585.416666666667,2786.6666666666665,1.0760774670887348,921.122311827957,5373.112500000016,released_hourly_mean_prepared_tables_with_their_existing_missing_hour_interpolation,False,False
