point_id,source_flow_value,actual_positive_limit_mw,actual_negative_limit_mw,source_csv_line,source_field,unit_interpretation,source_limit_is_equipment_rating,public_interface_name,actual_import_mw,target_import_mw,actual_q_mvar,target_q_mvar,target_positive_limit_mw,target_negative_limit_mw,actual_limit_mw,target_limit_mw,directional_limit_is_placeholder,scenario_id,timestamp,timestamp_utc,vintage,dataset_split,campaign_role,scale_factor_gamma,source_id,target_use,provenance_class,direction_positive,quantity_scope,coverage_role,default_primary_scope,include_in_unreviewed_total,overlap_resolved,default_channel_include,accounting_policy,accounting_evidence_url,external_region
325376,1109,1310,-9999,1735,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,SCH - HQ_IMPORT_EXPORT,1109,496.764881988212,NaN,NaN,586.800717226833,-4478.94684851229,1310,586.800717226833,0,S5_2019_HIGH_TOTAL_EAST_PUBLIC,2019-07-17 08:00,2019-07-17T12:00:00Z,2019,heldout,historical_validation,0.447939478799109,NYISO:P32:20190717,operating_input,source_verified_public_record,into_NY_per_published_interface_orientation,P32_SCH_labelled_interface_flow_not_terminal_PQ,excluded_nonadditive_HQ_net_market_report,0,0,0,0,exclude_nested_HQ_import_export_reporting_scope_never_sum_with_HQ_NY,https://www.nyiso.com/documents/20142/1409680/Seams_Closed.pdf/e523b0d3-907c-e7a6-fe27-628875cfafad,UNALLOCATED_COMPONENT
