scenario_id,external_region,model_bus,allocation_weight,p_injection_mw,q_injection_mvar,landing_assumption,q_assumption
S5_2019_HIGH_TOTAL_EAST_PUBLIC,HQ,48,1,631.146725627945,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S5_2019_HIGH_TOTAL_EAST_PUBLIC,SCH - HQ_CEDARS,48,1,85.1085009718308,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S5_2019_HIGH_TOTAL_EAST_PUBLIC,ISONE,37,0.4,-250.950030086583,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S5_2019_HIGH_TOTAL_EAST_PUBLIC,ISONE,73,0.6,-376.425045129874,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S5_2019_HIGH_TOTAL_EAST_PUBLIC,SCH - NPX_1385,80,1,21.9490344611564,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S5_2019_HIGH_TOTAL_EAST_PUBLIC,SCH - NPX_CSC,80,1,147.820028003706,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S5_2019_HIGH_TOTAL_EAST_PUBLIC,ONTARIO,54,1,365.845610519597,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S5_2019_HIGH_TOTAL_EAST_PUBLIC,PJM,66,0.35,260.16033767991,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S5_2019_HIGH_TOTAL_EAST_PUBLIC,PJM,67,0.15,111.497287577104,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S5_2019_HIGH_TOTAL_EAST_PUBLIC,PJM,75,0.25,185.828812628507,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S5_2019_HIGH_TOTAL_EAST_PUBLIC,PJM,81,0.25,185.828812628507,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S5_2019_HIGH_TOTAL_EAST_PUBLIC,SCH - PJM_HTP,81,1,110.64105126338,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S5_2019_HIGH_TOTAL_EAST_PUBLIC,SCH - PJM_NEPTUNE,80,1,295.640056007412,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S5_2019_HIGH_TOTAL_EAST_PUBLIC,SCH - PJM_VFT,81,1,141.100935821719,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
