scenario_id,external_region,model_bus,allocation_weight,p_injection_mw,q_injection_mvar,landing_assumption,q_assumption
S6_2025_LOW_TOTAL_EAST_PUBLIC,HQ,48,1,-407.08380493947,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S6_2025_LOW_TOTAL_EAST_PUBLIC,SCH - HQ_CEDARS,48,1,0,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S6_2025_LOW_TOTAL_EAST_PUBLIC,ISONE,37,0.4,160.236592293099,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S6_2025_LOW_TOTAL_EAST_PUBLIC,ISONE,73,0.6,240.354888439648,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S6_2025_LOW_TOTAL_EAST_PUBLIC,SCH - NPX_1385,80,1,34.2663135470934,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S6_2025_LOW_TOTAL_EAST_PUBLIC,SCH - NPX_CSC,80,1,150.771779607211,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S6_2025_LOW_TOTAL_EAST_PUBLIC,ONTARIO,54,1,-314.866301921532,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S6_2025_LOW_TOTAL_EAST_PUBLIC,PJM,66,0.35,-23.7497534774001,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S6_2025_LOW_TOTAL_EAST_PUBLIC,PJM,67,0.15,-10.1784657760286,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S6_2025_LOW_TOTAL_EAST_PUBLIC,PJM,75,0.25,-16.9641096267144,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S6_2025_LOW_TOTAL_EAST_PUBLIC,PJM,81,0.25,-16.9641096267144,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S6_2025_LOW_TOTAL_EAST_PUBLIC,SCH - PJM_HTP,81,1,299.71602249191,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S6_2025_LOW_TOTAL_EAST_PUBLIC,SCH - PJM_NEPTUNE,80,1,301.543559214422,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S6_2025_LOW_TOTAL_EAST_PUBLIC,SCH - PJM_VFT,81,1,113.76416097635,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
