SEQUENCE_NUMBER,CAMD_STATE,CAMD_FACILITY_NAME,CAMD_PLANT_ID,CAMD_UNIT_ID,CAMD_GENERATOR_ID,CAMD_NAMEPLATE_CAPACITY,CAMD_FUEL_TYPE,CAMD_LATITUDE,CAMD_LONGITUDE,CAMD_STATUS,CAMD_STATUS_DATE,CAMD_RETIRE_YEAR,MOD_CAMD_UNIT_ID,MOD_CAMD_GENERATOR_ID,EIA_STATE,EIA_PLANT_NAME,EIA_PLANT_ID,EIA_GENERATOR_ID,EIA_NAMEPLATE_CAPACITY,EIA_BOILER_ID,EIA_UNIT_TYPE,EIA_FUEL_TYPE,EIA_LATITUDE,EIA_LONGITUDE,EIA_RETIRE_YEAR,PLANT_ID_CHANGE_FLAG,MOD_EIA_PLANT_ID,MOD_EIA_BOILER_ID,MOD_EIA_GENERATOR_ID_BOILER,MOD_EIA_GENERATOR_ID_GEN,MATCH_TYPE_GEN,MATCH_TYPE_BOILER
1769,NY,Danskammer Generating Station,2480,1,1,72,Pipeline Natural Gas,41.573,-73.9646,OPR,2014-09-03T00:00:00,0,1,1,NY,Danskammer Generating Station,2480,1,72,1,ST,NG,41.571247,-73.974981,0,0,2480,1,1,1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
1770,NY,Danskammer Generating Station,2480,2,2,73.5,Pipeline Natural Gas,41.573,-73.9646,OPR,2014-09-12T00:00:00,0,2,2,NY,Danskammer Generating Station,2480,2,73.5,2,ST,NG,41.571247,-73.974981,0,0,2480,2,2,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
1771,NY,Danskammer Generating Station,2480,3,3,147.1,Pipeline Natural Gas,41.573,-73.9646,OPR,2014-12-05T00:00:00,0,3,3,NY,Danskammer Generating Station,2480,3,147.1,3,ST,NG,41.571247,-73.974981,0,0,2480,3,3,3,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
1772,NY,Danskammer Generating Station,2480,4,4,239.4,Pipeline Natural Gas,41.573,-73.9646,OPR,2014-11-08T00:00:00,0,4,4,NY,Danskammer Generating Station,2480,4,239.4,4,ST,NG,41.571247,-73.974981,0,0,2480,4,4,4,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
1773,NY,Arthur Kill,2490,20,2,376.2,Pipeline Natural Gas,40.5915,-74.2027,OPR,1959-08-01T00:00:00,0,20,2,NY,Arthur Kill Generating Station,2490,2,342,20,ST,NG,40.591564,-74.200035,0,0,2490,20,2,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
1774,NY,Arthur Kill,2490,30,3,535.5,Pipeline Natural Gas,40.5915,-74.2027,OPR,1969-06-01T00:00:00,0,30,3,NY,Arthur Kill Generating Station,2490,3,535.5,30,ST,NG,40.591564,-74.200035,0,0,2490,30,3,3,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
1775,NY,Arthur Kill,2490,CT0001,GT1,16.3,Pipeline Natural Gas,40.5915,-74.2027,OPR,1970-06-01T00:00:00,0,CT0001,GT1,NY,Arthur Kill Generating Station,2490,GT1,18,,GT,NG,40.591564,-74.200035,0,0,2490,,,GT1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1776,NY,Charles Poletti,2491,001,6,883,Diesel Oil,40.7903,-73.9111,RET,2010-01-31T00:00:00,2010,001,6,NY,Charles Poletti,2491,6,883,001,ST,RFO,40.776389,-73.910833,2010,0,2491,001,6,6,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
1777,NY,East River,2493,1,1,180,Pipeline Natural Gas,40.7281,-73.9742,OPR,2005-03-06T00:00:00,0,1,1,NY,East River,2493,1,180,,GT,NG,40.7281,-73.9742,0,0,2493,,,1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1778,NY,East River,2493,2,2,180,Pipeline Natural Gas,40.7281,-73.9742,OPR,2005-03-12T00:00:00,0,2,2,NY,East River,2493,2,180,,GT,NG,40.7281,-73.9742,0,0,2493,,,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1779,NY,East River,2493,60,6,156.3,Pipeline Natural Gas,40.7281,-73.9742,OPR,1951-09-01T00:00:00,0,60,6,NY,East River,2493,6,156.2,60,ST,NG,40.7281,-73.9742,0,0,2493,60,6,6,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
1780,NY,East River,2493,70,7,200,Pipeline Natural Gas,40.7281,-73.9742,OPR,1995-05-04T00:00:00,0,70,7,NY,East River,2493,7,200,70,ST,NG,40.7281,-73.9742,0,0,2493,70,7,7,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
1781,NY,Gowanus Generating Station,2494,CT01-1,GT11,20,Diesel Oil,40.6635,-74.0051,OPR,1971-06-01T00:00:00,0,CT01-1,GT11,NY,Gowanus Gas Turbines Generating,2494,GT11,20,,GT,DFO,40.6635,-74.0051,0,0,2494,,,GT11,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1782,NY,Gowanus Generating Station,2494,CT01-2,GT12,20,Diesel Oil,40.6635,-74.0051,OPR,1971-06-01T00:00:00,0,CT01-2,GT12,NY,Gowanus Gas Turbines Generating,2494,GT12,20,,GT,DFO,40.6635,-74.0051,0,0,2494,,,GT12,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1783,NY,Gowanus Generating Station,2494,CT01-3,GT13,20,Diesel Oil,40.6635,-74.0051,OPR,1971-06-01T00:00:00,0,CT01-3,GT13,NY,Gowanus Gas Turbines Generating,2494,GT13,20,,GT,DFO,40.6635,-74.0051,0,0,2494,,,GT13,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1784,NY,Gowanus Generating Station,2494,CT01-4,GT14,20,Diesel Oil,40.6635,-74.0051,OPR,1971-06-01T00:00:00,0,CT01-4,GT14,NY,Gowanus Gas Turbines Generating,2494,GT14,20,,GT,DFO,40.6635,-74.0051,0,0,2494,,,GT14,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1785,NY,Gowanus Generating Station,2494,CT01-5,GT15,20,Diesel Oil,40.6635,-74.0051,OPR,1971-06-01T00:00:00,0,CT01-5,GT15,NY,Gowanus Gas Turbines Generating,2494,GT15,20,,GT,DFO,40.6635,-74.0051,0,0,2494,,,GT15,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1786,NY,Gowanus Generating Station,2494,CT01-6,GT16,20,Diesel Oil,40.6635,-74.0051,OPR,1971-06-01T00:00:00,0,CT01-6,GT16,NY,Gowanus Gas Turbines Generating,2494,GT16,20,,GT,DFO,40.6635,-74.0051,0,0,2494,,,GT16,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1787,NY,Gowanus Generating Station,2494,CT01-7,GT17,20,Diesel Oil,40.6635,-74.0051,OPR,1971-06-01T00:00:00,0,CT01-7,GT17,NY,Gowanus Gas Turbines Generating,2494,GT17,20,,GT,DFO,40.6635,-74.0051,0,0,2494,,,GT17,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1788,NY,Gowanus Generating Station,2494,CT01-8,GT18,20,Diesel Oil,40.6635,-74.0051,OPR,1971-06-01T00:00:00,0,CT01-8,GT18,NY,Gowanus Gas Turbines Generating,2494,GT18,20,,GT,DFO,40.6635,-74.0051,0,0,2494,,,GT18,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1789,NY,Gowanus Generating Station,2494,CT02-1,GT21,20,Diesel Oil,40.6635,-74.0051,OPR,1971-06-01T00:00:00,0,CT02-1,GT21,NY,Gowanus Gas Turbines Generating,2494,GT21,20,,GT,NG,40.6635,-74.0051,0,0,2494,,,GT21,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1790,NY,Gowanus Generating Station,2494,CT02-2,GT22,20,Diesel Oil,40.6635,-74.0051,OPR,1971-06-01T00:00:00,0,CT02-2,GT22,NY,Gowanus Gas Turbines Generating,2494,GT22,20,,GT,NG,40.6635,-74.0051,0,0,2494,,,GT22,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1791,NY,Gowanus Generating Station,2494,CT02-3,GT23,20,Diesel Oil,40.6635,-74.0051,OPR,1971-06-01T00:00:00,0,CT02-3,GT23,NY,Gowanus Gas Turbines Generating,2494,GT23,20,,GT,NG,40.6635,-74.0051,0,0,2494,,,GT23,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1792,NY,Gowanus Generating Station,2494,CT02-4,GT24,20,Diesel Oil,40.6635,-74.0051,OPR,1971-06-01T00:00:00,0,CT02-4,GT24,NY,Gowanus Gas Turbines Generating,2494,GT24,20,,GT,NG,40.6635,-74.0051,0,0,2494,,,GT24,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1793,NY,Gowanus Generating Station,2494,CT02-5,GT25,20,Diesel Oil,40.6635,-74.0051,OPR,1971-06-01T00:00:00,0,CT02-5,GT25,NY,Gowanus Gas Turbines Generating,2494,GT25,20,,GT,NG,40.6635,-74.0051,0,0,2494,,,GT25,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1794,NY,Gowanus Generating Station,2494,CT02-6,GT26,20,Diesel Oil,40.6635,-74.0051,OPR,1971-06-01T00:00:00,0,CT02-6,GT26,NY,Gowanus Gas Turbines Generating,2494,GT26,20,,GT,NG,40.6635,-74.0051,0,0,2494,,,GT26,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1795,NY,Gowanus Generating Station,2494,CT02-7,GT27,20,Diesel Oil,40.6635,-74.0051,OPR,1971-06-01T00:00:00,0,CT02-7,GT27,NY,Gowanus Gas Turbines Generating,2494,GT27,20,,GT,NG,40.6635,-74.0051,0,0,2494,,,GT27,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1796,NY,Gowanus Generating Station,2494,CT02-8,GT28,20,Diesel Oil,40.6635,-74.0051,OPR,1971-06-01T00:00:00,0,CT02-8,GT28,NY,Gowanus Gas Turbines Generating,2494,GT28,20,,GT,NG,40.6635,-74.0051,0,0,2494,,,GT28,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1797,NY,Gowanus Generating Station,2494,CT03-1,GT31,20,Diesel Oil,40.6635,-74.0051,OPR,1971-06-01T00:00:00,0,CT03-1,GT31,NY,Gowanus Gas Turbines Generating,2494,GT31,20,,GT,NG,40.6635,-74.0051,0,0,2494,,,GT31,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1798,NY,Gowanus Generating Station,2494,CT03-2,GT32,20,Diesel Oil,40.6635,-74.0051,OPR,1971-06-01T00:00:00,0,CT03-2,GT32,NY,Gowanus Gas Turbines Generating,2494,GT32,20,,GT,NG,40.6635,-74.0051,0,0,2494,,,GT32,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1799,NY,Gowanus Generating Station,2494,CT03-3,GT33,20,Diesel Oil,40.6635,-74.0051,OPR,1971-06-01T00:00:00,0,CT03-3,GT33,NY,Gowanus Gas Turbines Generating,2494,GT33,20,,GT,NG,40.6635,-74.0051,0,0,2494,,,GT33,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1800,NY,Gowanus Generating Station,2494,CT03-4,GT34,20,Diesel Oil,40.6635,-74.0051,OPR,1971-06-01T00:00:00,0,CT03-4,GT34,NY,Gowanus Gas Turbines Generating,2494,GT34,20,,GT,NG,40.6635,-74.0051,0,0,2494,,,GT34,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1801,NY,Gowanus Generating Station,2494,CT03-5,GT35,20,Diesel Oil,40.6635,-74.0051,OPR,1971-06-01T00:00:00,0,CT03-5,GT35,NY,Gowanus Gas Turbines Generating,2494,GT35,20,,GT,NG,40.6635,-74.0051,0,0,2494,,,GT35,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1802,NY,Gowanus Generating Station,2494,CT03-6,GT36,20,Diesel Oil,40.6635,-74.0051,OPR,1971-06-01T00:00:00,0,CT03-6,GT36,NY,Gowanus Gas Turbines Generating,2494,GT36,20,,GT,NG,40.6635,-74.0051,0,0,2494,,,GT36,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1803,NY,Gowanus Generating Station,2494,CT03-7,GT37,20,Diesel Oil,40.6635,-74.0051,OPR,1971-06-01T00:00:00,0,CT03-7,GT37,NY,Gowanus Gas Turbines Generating,2494,GT37,20,,GT,NG,40.6635,-74.0051,0,0,2494,,,GT37,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1804,NY,Gowanus Generating Station,2494,CT03-8,GT38,20,Diesel Oil,40.6635,-74.0051,OPR,1971-06-01T00:00:00,0,CT03-8,GT38,NY,Gowanus Gas Turbines Generating,2494,GT38,20,,GT,NG,40.6635,-74.0051,0,0,2494,,,GT38,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1805,NY,Gowanus Generating Station,2494,CT04-1,GT41,20,Diesel Oil,40.6635,-74.0051,OPR,1971-06-01T00:00:00,0,CT04-1,GT41,NY,Gowanus Gas Turbines Generating,2494,GT41,20,,GT,DFO,40.6635,-74.0051,0,0,2494,,,GT41,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1806,NY,Gowanus Generating Station,2494,CT04-2,GT42,20,Diesel Oil,40.6635,-74.0051,OPR,1971-06-01T00:00:00,0,CT04-2,GT42,NY,Gowanus Gas Turbines Generating,2494,GT42,20,,GT,DFO,40.6635,-74.0051,0,0,2494,,,GT42,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1807,NY,Gowanus Generating Station,2494,CT04-3,GT43,20,Diesel Oil,40.6635,-74.0051,OPR,1971-06-01T00:00:00,0,CT04-3,GT43,NY,Gowanus Gas Turbines Generating,2494,GT43,20,,GT,DFO,40.6635,-74.0051,0,0,2494,,,GT43,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1808,NY,Gowanus Generating Station,2494,CT04-4,GT44,20,Diesel Oil,40.6635,-74.0051,OPR,1971-06-01T00:00:00,0,CT04-4,GT44,NY,Gowanus Gas Turbines Generating,2494,GT44,20,,GT,DFO,40.6635,-74.0051,0,0,2494,,,GT44,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1809,NY,Gowanus Generating Station,2494,CT04-5,GT45,20,Diesel Oil,40.6635,-74.0051,OPR,1971-06-01T00:00:00,0,CT04-5,GT45,NY,Gowanus Gas Turbines Generating,2494,GT45,20,,GT,DFO,40.6635,-74.0051,0,0,2494,,,GT45,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1810,NY,Gowanus Generating Station,2494,CT04-6,GT46,20,Diesel Oil,40.6635,-74.0051,OPR,1971-06-01T00:00:00,0,CT04-6,GT46,NY,Gowanus Gas Turbines Generating,2494,GT46,20,,GT,DFO,40.6635,-74.0051,0,0,2494,,,GT46,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1811,NY,Gowanus Generating Station,2494,CT04-7,GT47,20,Diesel Oil,40.6635,-74.0051,OPR,1971-06-01T00:00:00,0,CT04-7,GT47,NY,Gowanus Gas Turbines Generating,2494,GT47,20,,GT,DFO,40.6635,-74.0051,0,0,2494,,,GT47,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1812,NY,Gowanus Generating Station,2494,CT04-8,GT48,20,Diesel Oil,40.6635,-74.0051,OPR,1971-06-01T00:00:00,0,CT04-8,GT48,NY,Gowanus Gas Turbines Generating,2494,GT48,20,,GT,DFO,40.6635,-74.0051,0,0,2494,,,GT48,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1813,NY,Hudson Avenue,2496,BLR071,,,Residual Oil,40.7052,-73.9807,RET,2011-02-07T00:00:00,2011,BLR071,,,,,,,,,,,,,,,,,,CAMD Unmatched,CAMD Unmatched
1814,NY,Hudson Avenue,2496,BLR072,,,Residual Oil,40.7052,-73.9807,RET,2011-02-07T00:00:00,2011,BLR072,,,,,,,,,,,,,,,,,,CAMD Unmatched,CAMD Unmatched
1815,NY,Hudson Avenue,2496,BLR081,,,Residual Oil,40.7052,-73.9807,RET,2011-02-07T00:00:00,2011,BLR081,,,,,,,,,,,,,,,,,,CAMD Unmatched,CAMD Unmatched
1816,NY,Hudson Avenue,2496,BLR082,,,Residual Oil,40.7052,-73.9807,RET,2011-02-07T00:00:00,2011,BLR082,,,,,,,,,,,,,,,,,,CAMD Unmatched,CAMD Unmatched
1817,NY,Hudson Avenue,2496,CT0003,GT3,16.3,Other Oil,40.7052,-73.9807,OPR,1970-07-01T00:00:00,0,CT0003,GT3,NY,Hudson Avenue,2496,GT3,16.3,,GT,KER,40.7052,-73.9807,0,0,2496,,,GT3,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1818,NY,Hudson Avenue,2496,CT0004,4,16.3,Other Oil,40.7052,-73.9807,OPR,1970-07-01T00:00:00,0,CT0004,4,NY,Hudson Avenue,2496,4,16.3,,GT,KER,40.7052,-73.9807,0,0,2496,,,4,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1819,NY,Hudson Avenue,2496,CT0005,GT5,16.3,Other Oil,40.7052,-73.9807,OPR,1970-07-01T00:00:00,0,CT0005,GT5,NY,Hudson Avenue,2496,GT5,16.3,,GT,KER,40.7052,-73.9807,0,0,2496,,,GT5,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1820,NY,Narrows Generating Station,2499,CT01-1,NT11,22,Pipeline Natural Gas,40.6486,-74.0209,OPR,1972-05-01T00:00:00,0,CT01-1,NT11,NY,Narrows Gas Turbines Generating,2499,NT11,22,,GT,NG,40.648611,-74.020833,0,0,2499,,,NT11,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1821,NY,Narrows Generating Station,2499,CT01-2,NT12,22,Pipeline Natural Gas,40.6486,-74.0209,OPR,1972-05-01T00:00:00,0,CT01-2,NT12,NY,Narrows Gas Turbines Generating,2499,NT12,22,,GT,NG,40.648611,-74.020833,0,0,2499,,,NT12,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1822,NY,Narrows Generating Station,2499,CT01-3,NT13,22,Pipeline Natural Gas,40.6486,-74.0209,OPR,1972-05-01T00:00:00,0,CT01-3,NT13,NY,Narrows Gas Turbines Generating,2499,NT13,22,,GT,NG,40.648611,-74.020833,0,0,2499,,,NT13,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1823,NY,Narrows Generating Station,2499,CT01-4,NT14,22,Pipeline Natural Gas,40.6486,-74.0209,OPR,1972-05-01T00:00:00,0,CT01-4,NT14,NY,Narrows Gas Turbines Generating,2499,NT14,22,,GT,NG,40.648611,-74.020833,0,0,2499,,,NT14,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1824,NY,Narrows Generating Station,2499,CT01-5,NT15,22,Pipeline Natural Gas,40.6486,-74.0209,OPR,1972-05-01T00:00:00,0,CT01-5,NT15,NY,Narrows Gas Turbines Generating,2499,NT15,22,,GT,NG,40.648611,-74.020833,0,0,2499,,,NT15,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1825,NY,Narrows Generating Station,2499,CT01-6,NT16,22,Pipeline Natural Gas,40.6486,-74.0209,OPR,1972-05-01T00:00:00,0,CT01-6,NT16,NY,Narrows Gas Turbines Generating,2499,NT16,22,,GT,NG,40.648611,-74.020833,0,0,2499,,,NT16,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1826,NY,Narrows Generating Station,2499,CT01-7,NT17,22,Pipeline Natural Gas,40.6486,-74.0209,OPR,1972-05-01T00:00:00,0,CT01-7,NT17,NY,Narrows Gas Turbines Generating,2499,NT17,22,,GT,NG,40.648611,-74.020833,0,0,2499,,,NT17,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1827,NY,Narrows Generating Station,2499,CT01-8,NT18,22,Pipeline Natural Gas,40.6486,-74.0209,OPR,1972-05-01T00:00:00,0,CT01-8,NT18,NY,Narrows Gas Turbines Generating,2499,NT18,22,,GT,NG,40.648611,-74.020833,0,0,2499,,,NT18,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1828,NY,Narrows Generating Station,2499,CT02-1,NT21,22,Pipeline Natural Gas,40.6486,-74.0209,OPR,1972-05-01T00:00:00,0,CT02-1,NT21,NY,Narrows Gas Turbines Generating,2499,NT21,22,,GT,NG,40.648611,-74.020833,0,0,2499,,,NT21,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1829,NY,Narrows Generating Station,2499,CT02-2,NT22,22,Pipeline Natural Gas,40.6486,-74.0209,OPR,1972-05-01T00:00:00,0,CT02-2,NT22,NY,Narrows Gas Turbines Generating,2499,NT22,22,,GT,NG,40.648611,-74.020833,0,0,2499,,,NT22,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1830,NY,Narrows Generating Station,2499,CT02-3,NT23,22,Pipeline Natural Gas,40.6486,-74.0209,OPR,1972-05-01T00:00:00,0,CT02-3,NT23,NY,Narrows Gas Turbines Generating,2499,NT23,22,,GT,NG,40.648611,-74.020833,0,0,2499,,,NT23,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1831,NY,Narrows Generating Station,2499,CT02-4,NT24,22,Pipeline Natural Gas,40.6486,-74.0209,OPR,1972-05-01T00:00:00,0,CT02-4,NT24,NY,Narrows Gas Turbines Generating,2499,NT24,22,,GT,NG,40.648611,-74.020833,0,0,2499,,,NT24,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1832,NY,Narrows Generating Station,2499,CT02-5,NT25,22,Pipeline Natural Gas,40.6486,-74.0209,OPR,1972-05-01T00:00:00,0,CT02-5,NT25,NY,Narrows Gas Turbines Generating,2499,NT25,22,,GT,NG,40.648611,-74.020833,0,0,2499,,,NT25,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1833,NY,Narrows Generating Station,2499,CT02-6,NT26,22,Pipeline Natural Gas,40.6486,-74.0209,OPR,1972-05-01T00:00:00,0,CT02-6,NT26,NY,Narrows Gas Turbines Generating,2499,NT26,22,,GT,NG,40.648611,-74.020833,0,0,2499,,,NT26,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1834,NY,Narrows Generating Station,2499,CT02-7,NT27,22,Pipeline Natural Gas,40.6486,-74.0209,OPR,1972-05-01T00:00:00,0,CT02-7,NT27,NY,Narrows Gas Turbines Generating,2499,NT27,22,,GT,NG,40.648611,-74.020833,0,0,2499,,,NT27,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1835,NY,Narrows Generating Station,2499,CT02-8,NT28,22,Pipeline Natural Gas,40.6486,-74.0209,OPR,1972-05-01T00:00:00,0,CT02-8,NT28,NY,Narrows Gas Turbines Generating,2499,NT28,22,,GT,NG,40.648611,-74.020833,0,0,2499,,,NT28,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1836,NY,Ravenswood Generating Station,2500,10,1,400,Pipeline Natural Gas,40.7585,-73.9451,OPR,1963-02-01T00:00:00,0,10,1,NY,Ravenswood,2500,1,400,10,ST,NG,40.759167,-73.946111,0,0,2500,10,1,1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
1837,NY,Ravenswood Generating Station,2500,20,2,400,Pipeline Natural Gas,40.7585,-73.9451,OPR,1963-05-01T00:00:00,0,20,2,NY,Ravenswood,2500,2,400,20,ST,NG,40.759167,-73.946111,0,0,2500,20,2,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
1838,NY,Ravenswood Generating Station,2500,30,3,1027.7,Pipeline Natural Gas,40.7585,-73.9451,OPR,1965-06-01T00:00:00,0,30,3,NY,Ravenswood,2500,3,1027,30,ST,NG,40.759167,-73.946111,0,0,2500,30,3,3,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
1839,NY,Ravenswood Generating Station,2500,CT0001,GT1,18.6,Pipeline Natural Gas,40.7585,-73.9451,OPR,1967-07-01T00:00:00,0,CT0001,GT1,NY,Ravenswood,2500,GT1,18.6,,GT,NG,40.759167,-73.946111,0,0,2500,,,GT1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1840,NY,Ravenswood Generating Station,2500,CT0004,GT4,21.2,Pipeline Natural Gas,40.7585,-73.9451,RET,2020-09-29T00:00:00,2020,CT0004,GT4,NY,Ravenswood,2500,GT4,21.1,,GT,NG,40.759167,-73.946111,0,0,2500,,,GT4,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1841,NY,Ravenswood Generating Station,2500,CT0005,GT5,21.2,Pipeline Natural Gas,40.7585,-73.9451,RET,2020-09-29T00:00:00,2020,CT0005,GT5,NY,Ravenswood,2500,GT5,21.1,,GT,NG,40.759167,-73.946111,0,0,2500,,,GT5,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1842,NY,Ravenswood Generating Station,2500,CT0006,GT6,22,Pipeline Natural Gas,40.7585,-73.9451,RET,2020-09-29T00:00:00,2020,CT0006,GT6,NY,Ravenswood,2500,GT6,22,,GT,NG,40.759167,-73.946111,0,0,2500,,,GT6,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1843,NY,Ravenswood Generating Station,2500,CT0007,GT7,22,Pipeline Natural Gas,40.7585,-73.9451,RET,2020-09-29T00:00:00,2020,CT0007,GT7,NY,Ravenswood,2500,GT7,22,,GT,NG,40.759167,-73.946111,2017,0,2500,,,GT7,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1844,NY,Ravenswood Generating Station,2500,CT0008,GT8,25,Pipeline Natural Gas,40.7585,-73.9451,RET,2020-09-29T00:00:00,2020,CT0008,GT8,,,,,,,,,,,,,,,,,CAMD Unmatched,CAMD Unmatched
1845,NY,Ravenswood Generating Station,2500,CT0009,GT9,25,Pipeline Natural Gas,40.7585,-73.9451,RET,2020-09-29T00:00:00,2020,CT0009,GT9,NY,Ravenswood,2500,GT9,25,,GT,NG,40.759167,-73.946111,0,0,2500,,,GT9,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1846,NY,Ravenswood Generating Station,2500,CT0010,GT10,25,Pipeline Natural Gas,40.7585,-73.9451,OPR,1970-08-01T00:00:00,0,CT0010,GT10,NY,Ravenswood,2500,GT10,25,,GT,NG,40.759167,-73.946111,0,0,2500,,,GT10,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
