SEQUENCE_NUMBER,CAMD_STATE,CAMD_FACILITY_NAME,CAMD_PLANT_ID,CAMD_UNIT_ID,CAMD_GENERATOR_ID,CAMD_NAMEPLATE_CAPACITY,CAMD_FUEL_TYPE,CAMD_LATITUDE,CAMD_LONGITUDE,CAMD_STATUS,CAMD_STATUS_DATE,CAMD_RETIRE_YEAR,MOD_CAMD_UNIT_ID,MOD_CAMD_GENERATOR_ID,EIA_STATE,EIA_PLANT_NAME,EIA_PLANT_ID,EIA_GENERATOR_ID,EIA_NAMEPLATE_CAPACITY,EIA_BOILER_ID,EIA_UNIT_TYPE,EIA_FUEL_TYPE,EIA_LATITUDE,EIA_LONGITUDE,EIA_RETIRE_YEAR,PLANT_ID_CHANGE_FLAG,MOD_EIA_PLANT_ID,MOD_EIA_BOILER_ID,MOD_EIA_GENERATOR_ID_BOILER,MOD_EIA_GENERATOR_ID_GEN,MATCH_TYPE_GEN,MATCH_TYPE_BOILER
6307,NY,Equus  Power I,56032,0001,1,60,Pipeline Natural Gas,40.6447,-73.5683,OPR,2004-06-17T00:00:00,0,0001,1,NY,Equus Freeport Power,56032,0001,60,,GT,NG,40.6439,-73.5683,0,0,56032,,,,Manual Match,Manual Match
6355,NY,Pinelawn Power,56188,00001,CTG,50,Pipeline Natural Gas,40.7358,-73.3881,OPR,2005-06-14T00:00:00,0,00001,CTG,NY,Pinelawn Power LLC,56188,CTG,50,,CT,NG,40.736611,-73.388424,0,0,56188,,,CTG,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
6356,NY,Pinelawn Power,56188,00001,STG,32,Pipeline Natural Gas,40.7358,-73.3881,OPR,2005-06-14T00:00:00,0,00001,STG,NY,Pinelawn Power LLC,56188,STG,32,001,CA,NG,40.736611,-73.388424,0,0,56188,1,STG,STG,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2c: Modify IDs; convert to numeric"
6360,NY,Poletti 500 MW CC,56196,CTG7A,CA01,188,Pipeline Natural Gas,40.7881,-73.9056,OPR,2005-12-31T00:00:00,0,CTG7A,CA01,NY,500MW CC,56196,CA01,188,7A,CA,NG,40.7889,-73.9069,0,0,56196,7A,1,CA01,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2d: Modify IDs; remove leading letters"
6361,NY,Poletti 500 MW CC,56196,CTG7A,CT01,170,Pipeline Natural Gas,40.7881,-73.9056,OPR,2005-12-31T00:00:00,0,CTG7A,CT01,NY,500MW CC,56196,CT01,170,,CT,NG,40.7889,-73.9069,0,0,56196,,,CT01,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
6362,NY,Poletti 500 MW CC,56196,CTG7B,CA01,188,Pipeline Natural Gas,40.7881,-73.9056,OPR,2005-12-31T00:00:00,0,CTG7B,CA01,NY,500MW CC,56196,CA01,188,7B,CA,NG,40.7889,-73.9069,0,0,56196,7B,1,CA01,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2d: Modify IDs; remove leading letters"
6363,NY,Poletti 500 MW CC,56196,CTG7B,CT02,170,Pipeline Natural Gas,40.7881,-73.9056,OPR,2005-12-31T00:00:00,0,CTG7B,CT02,NY,500MW CC,56196,CT02,170,,CT,NG,40.7889,-73.9069,0,0,56196,,,CT02,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
6369,NY,Caithness Long Island Energy Center,56234,0001,CT01,196.2,Pipeline Natural Gas,40.8142,-72.9403,OPR,2009-04-17T00:00:00,0,0001,CT01,NY,Caithness Long Island Energy Center,56234,CT01,196.2,,CT,NG,40.8142,-72.9403,0,0,56234,,,CT01,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
6370,NY,Caithness Long Island Energy Center,56234,0001,ST01,152.7,Pipeline Natural Gas,40.8142,-72.9403,OPR,2009-04-17T00:00:00,0,0001,ST01,NY,Caithness Long Island Energy Center,56234,ST01,152.7,HRSG01,CA,NG,40.8142,-72.9403,0,0,56234,1,1,ST01,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2d: Modify IDs; remove leading letters"
6399,NY,"Empire Generating Co, LLC",56259,CT-1,CT11,179,Pipeline Natural Gas,42.6296,-73.749,OPR,2010-05-26T00:00:00,0,CT-1,CT11,NY,Empire Generating Co LLC,56259,CT11,179,,CT,NG,42.625239,-73.750021,0,0,56259,,,CT11,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
6400,NY,"Empire Generating Co, LLC",56259,CT-1,ST13,295.7,Pipeline Natural Gas,42.6296,-73.749,OPR,2010-05-26T00:00:00,0,CT-1,ST13,NY,Empire Generating Co LLC,56259,ST13,295.7,,CA,NG,42.625239,-73.750021,0,0,56259,,,ST13,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
6401,NY,"Empire Generating Co, LLC",56259,CT-2,CT12,179,Pipeline Natural Gas,42.6296,-73.749,OPR,2010-06-03T00:00:00,0,CT-2,CT12,NY,Empire Generating Co LLC,56259,CT12,179,,CT,NG,42.625239,-73.750021,0,0,56259,,,CT12,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
6402,NY,"Empire Generating Co, LLC",56259,CT-2,ST13,295.7,Pipeline Natural Gas,42.6296,-73.749,OPR,2010-06-03T00:00:00,0,CT-2,ST13,NY,Empire Generating Co LLC,56259,ST13,295.7,,CA,NG,42.625239,-73.750021,0,0,56259,,,ST13,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
6563,NY,Valley Energy Center,56940,1,CTG1,234,Pipeline Natural Gas,41.413,-74.435,OPR,2018-01-24T00:00:00,0,1,CTG1,NY,CPV Valley Energy Center,56940,CTG1,235,,CT,NG,41.4122,-74.4378,0,0,56940,,,CTG1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
6564,NY,Valley Energy Center,56940,1,STG,300,Pipeline Natural Gas,41.413,-74.435,OPR,2018-01-24T00:00:00,0,1,STG,NY,CPV Valley Energy Center,56940,STG,300,HRSG1,CA,NG,41.4122,-74.4378,0,0,56940,1,STG,STG,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2d: Modify IDs; remove leading letters"
6565,NY,Valley Energy Center,56940,2,CTG2,234,Pipeline Natural Gas,41.413,-74.435,OPR,2018-01-18T00:00:00,0,2,CTG2,NY,CPV Valley Energy Center,56940,CTG2,235,,CT,NG,41.4122,-74.4378,0,0,56940,,,CTG2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
6566,NY,Valley Energy Center,56940,2,STG,300,Pipeline Natural Gas,41.413,-74.435,OPR,2018-01-18T00:00:00,0,2,STG,NY,CPV Valley Energy Center,56940,STG,300,HRSG2,CA,NG,41.4122,-74.4378,0,0,56940,2,STG,STG,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2d: Modify IDs; remove leading letters"
6850,NY,Momentive Performance Materials,880024,U28006,,,Pipeline Natural Gas,42.8158,-73.6728,OPR,1991-01-01T00:00:00,0,U28006,,,,,,,,,,,,,,,,,,Manual CAMD Excluded,Manual CAMD Excluded
6872,NY,Holcim US Inc,880043,1,,,Coal,42.1631,-73.9003,RET,2012-12-31T00:00:00,2012,1,,,,,,,,,,,,,,,,,,Manual CAMD Excluded,Manual CAMD Excluded
6873,NY,"Lafarge Building Materials, Inc.",880044,41000,,,Coal,42.4833,-73.8167,RET,2016-04-20T00:00:00,2016,41000,,,,,,,,,,,,,,,,,,Manual CAMD Excluded,Manual CAMD Excluded
6879,NY,Lehigh Northeast Cement Company,880052,01070,,,Coal,43.3064,-73.6208,OPR,1972-01-01T00:00:00,0,01070,,,,,,,,,,,,,,,,,,Manual CAMD Excluded,Manual CAMD Excluded
6923,NY,Ravenswood Steam Plant,880100,BLR001,,,Residual Oil,40.76,-73.75,OPR,1947-12-01T00:00:00,0,BLR001,,,,,,,,,,,,,,,,,,Manual CAMD Excluded,Manual CAMD Excluded
6924,NY,Ravenswood Steam Plant,880100,BLR002,,,Residual Oil,40.76,-73.75,OPR,1947-12-01T00:00:00,0,BLR002,,,,,,,,,,,,,,,,,,Manual CAMD Excluded,Manual CAMD Excluded
6925,NY,Ravenswood Steam Plant,880100,BLR003,,,Residual Oil,40.76,-73.75,OPR,1947-12-01T00:00:00,0,BLR003,,,,,,,,,,,,,,,,,,Manual CAMD Excluded,Manual CAMD Excluded
6926,NY,Ravenswood Steam Plant,880100,BLR004,,,Residual Oil,40.76,-73.75,OPR,1947-12-01T00:00:00,0,BLR004,,,,,,,,,,,,,,,,,,Manual CAMD Excluded,Manual CAMD Excluded
