State,Facility Name,Facility ID,Unit ID,Associated Stacks,Date,Hour,Operating Time,Gross Load (MW),Steam Load (1000 lb/hr),SO2 Mass (lbs),SO2 Mass Measure Indicator,SO2 Rate (lbs/mmBtu),SO2 Rate Measure Indicator,CO2 Mass (short tons),CO2 Mass Measure Indicator,CO2 Rate (short tons/mmBtu),CO2 Rate Measure Indicator,NOx Mass (lbs),NOx Mass Measure Indicator,NOx Rate (lbs/mmBtu),NOx Rate Measure Indicator,Heat Input (mmBtu),Heat Input Measure Indicator,Primary Fuel Type,Secondary Fuel Type,Unit Type,SO2 Controls,NOx Controls,PM Controls,Hg Controls,Program Code,source_row_number,source_record_sha256,source_record_base64
NY,E F Barrett,2511,U00004,CP001,2019-01-21,18,1,15,,,,,,19.1,LME,0.081,Calculated,128.6,LME,0.544,Calculated,236.4,LME,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,,,,SIPNOX,561908,580a5773a24f65727c3221d5ff8a459310c91ddb4359e66998b015a8740ef9c0,Ik5ZIiwiRSBGIEJhcnJldHQiLDI1MTEsIlUwMDAwNCIsIkNQMDAxIiwiMjAxOS0wMS0yMSIsMTgsMSwxNSwsLCwsLDE5LjEsIkxNRSIsMC4wODEsIkNhbGN1bGF0ZWQiLDEyOC42LCJMTUUiLDAuNTQ0LCJDYWxjdWxhdGVkIiwyMzYuNCwiTE1FIiwiUGlwZWxpbmUgTmF0dXJhbCBHYXMiLCJEaWVzZWwgT2lsIiwiQ29tYnVzdGlvbiB0dXJiaW5lIiwsLCwsIlNJUE5PWCIK
NY,E F Barrett,2511,U00004,CP001,2019-04-21,3,0,,,,,,,,,,,,,,,,,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,,,,SIPNOX,564053,8f574c677b7f0996127642c5ac05bbef98790d75425ccea673cbf38548078e3e,Ik5ZIiwiRSBGIEJhcnJldHQiLDI1MTEsIlUwMDAwNCIsIkNQMDAxIiwiMjAxOS0wNC0yMSIsMywwLCwsLCwsLCwsLCwsLCwsLCwiUGlwZWxpbmUgTmF0dXJhbCBHYXMiLCJEaWVzZWwgT2lsIiwiQ29tYnVzdGlvbiB0dXJiaW5lIiwsLCwsIlNJUE5PWCIK
NY,E F Barrett,2511,U00004,CP001,2019-07-17,7,0,,,,,,,,,,,,,,,,,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,,,,SIPNOX,566145,e2fa2d41360ef214e8c055e6da52d1447f0c45857b79d68f16130a02592a9ae8,Ik5ZIiwiRSBGIEJhcnJldHQiLDI1MTEsIlUwMDAwNCIsIkNQMDAxIiwiMjAxOS0wNy0xNyIsNywwLCwsLCwsLCwsLCwsLCwsLCwiUGlwZWxpbmUgTmF0dXJhbCBHYXMiLCJEaWVzZWwgT2lsIiwiQ29tYnVzdGlvbiB0dXJiaW5lIiwsLCwsIlNJUE5PWCIK
NY,E F Barrett,2511,U00004,CP001,2019-07-17,15,0,,,,,,,,,,,,,,,,,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,,,,SIPNOX,566153,6c1f6c22dccbf9506efb5905a8c35e9ebb0a4a21a10e23d4ca8a483aff2df147,Ik5ZIiwiRSBGIEJhcnJldHQiLDI1MTEsIlUwMDAwNCIsIkNQMDAxIiwiMjAxOS0wNy0xNyIsMTUsMCwsLCwsLCwsLCwsLCwsLCwsIlBpcGVsaW5lIE5hdHVyYWwgR2FzIiwiRGllc2VsIE9pbCIsIkNvbWJ1c3Rpb24gdHVyYmluZSIsLCwsLCJTSVBOT1giCg==
NY,E F Barrett,2511,U00004,CP001,2019-07-20,15,1,10,,,,,,10,LME,0.059,Calculated,48.3,LME,0.286,Calculated,169,LME,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,,,,SIPNOX,566225,07181693f2e031a588116386f118673f6cb73fea138db2272ad8e8cdd5541dc8,Ik5ZIiwiRSBGIEJhcnJldHQiLDI1MTEsIlUwMDAwNCIsIkNQMDAxIiwiMjAxOS0wNy0yMCIsMTUsMSwxMCwsLCwsLDEwLCJMTUUiLDAuMDU5LCJDYWxjdWxhdGVkIiw0OC4zLCJMTUUiLDAuMjg2LCJDYWxjdWxhdGVkIiwxNjksIkxNRSIsIlBpcGVsaW5lIE5hdHVyYWwgR2FzIiwiRGllc2VsIE9pbCIsIkNvbWJ1c3Rpb24gdHVyYmluZSIsLCwsLCJTSVBOT1giCg==
NY,E F Barrett,2511,U00004,CP001,2019-07-27,1,0,,,,,,,,,,,,,,,,,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,,,,SIPNOX,566379,a8a08b63d4b668b93b1b052d8f74ddd02b63578ddcdb650af7065f73309e8a5f,Ik5ZIiwiRSBGIEJhcnJldHQiLDI1MTEsIlUwMDAwNCIsIkNQMDAxIiwiMjAxOS0wNy0yNyIsMSwwLCwsLCwsLCwsLCwsLCwsLCwiUGlwZWxpbmUgTmF0dXJhbCBHYXMiLCJEaWVzZWwgT2lsIiwiQ29tYnVzdGlvbiB0dXJiaW5lIiwsLCwsIlNJUE5PWCIK
NY,E F Barrett,2511,U00005,CP001,2019-01-21,18,0,,,,,,,,,,,,,,,,,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,,,,SIPNOX,570668,bf4ae263da6dd9145157da5244bf5448d070ec04d90dcc0c5ddf206f3e452b1b,Ik5ZIiwiRSBGIEJhcnJldHQiLDI1MTEsIlUwMDAwNSIsIkNQMDAxIiwiMjAxOS0wMS0yMSIsMTgsMCwsLCwsLCwsLCwsLCwsLCwsIlBpcGVsaW5lIE5hdHVyYWwgR2FzIiwiRGllc2VsIE9pbCIsIkNvbWJ1c3Rpb24gdHVyYmluZSIsLCwsLCJTSVBOT1giCg==
NY,E F Barrett,2511,U00005,CP001,2019-04-21,3,0,,,,,,,,,,,,,,,,,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,,,,SIPNOX,572813,5f98de2693eec2d9dc9ee400760b67fe48fd74f88621c3e637064aa60d42c91d,Ik5ZIiwiRSBGIEJhcnJldHQiLDI1MTEsIlUwMDAwNSIsIkNQMDAxIiwiMjAxOS0wNC0yMSIsMywwLCwsLCwsLCwsLCwsLCwsLCwiUGlwZWxpbmUgTmF0dXJhbCBHYXMiLCJEaWVzZWwgT2lsIiwiQ29tYnVzdGlvbiB0dXJiaW5lIiwsLCwsIlNJUE5PWCIK
NY,E F Barrett,2511,U00005,CP001,2019-07-17,7,0,,,,,,,,,,,,,,,,,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,,,,SIPNOX,574905,28f20042453e7814172827aacb12add2d06f58708d957ed99569c5710971771e,Ik5ZIiwiRSBGIEJhcnJldHQiLDI1MTEsIlUwMDAwNSIsIkNQMDAxIiwiMjAxOS0wNy0xNyIsNywwLCwsLCwsLCwsLCwsLCwsLCwiUGlwZWxpbmUgTmF0dXJhbCBHYXMiLCJEaWVzZWwgT2lsIiwiQ29tYnVzdGlvbiB0dXJiaW5lIiwsLCwsIlNJUE5PWCIK
NY,E F Barrett,2511,U00005,CP001,2019-07-17,15,0,,,,,,,,,,,,,,,,,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,,,,SIPNOX,574913,bfbe6205121f6c0a41a7cf4ac1566a98005e940f776037ba8f80bfe416d89c8c,Ik5ZIiwiRSBGIEJhcnJldHQiLDI1MTEsIlUwMDAwNSIsIkNQMDAxIiwiMjAxOS0wNy0xNyIsMTUsMCwsLCwsLCwsLCwsLCwsLCwsIlBpcGVsaW5lIE5hdHVyYWwgR2FzIiwiRGllc2VsIE9pbCIsIkNvbWJ1c3Rpb24gdHVyYmluZSIsLCwsLCJTSVBOT1giCg==
NY,E F Barrett,2511,U00005,CP001,2019-07-20,15,1,11,,,,,,11,LME,0.059,Calculated,53.2,LME,0.286,Calculated,185.9,LME,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,,,,SIPNOX,574985,325188aa855ad36a15c722e00ea434c990416dbcba5c061e792c2a61fe844aba,Ik5ZIiwiRSBGIEJhcnJldHQiLDI1MTEsIlUwMDAwNSIsIkNQMDAxIiwiMjAxOS0wNy0yMCIsMTUsMSwxMSwsLCwsLDExLCJMTUUiLDAuMDU5LCJDYWxjdWxhdGVkIiw1My4yLCJMTUUiLDAuMjg2LCJDYWxjdWxhdGVkIiwxODUuOSwiTE1FIiwiUGlwZWxpbmUgTmF0dXJhbCBHYXMiLCJEaWVzZWwgT2lsIiwiQ29tYnVzdGlvbiB0dXJiaW5lIiwsLCwsIlNJUE5PWCIK
NY,E F Barrett,2511,U00005,CP001,2019-07-27,1,0,,,,,,,,,,,,,,,,,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,,,,SIPNOX,575139,0f0bc32d7318d7d948431619ca56a260b38ad99c453baa89cfce930f34a4cd1e,Ik5ZIiwiRSBGIEJhcnJldHQiLDI1MTEsIlUwMDAwNSIsIkNQMDAxIiwiMjAxOS0wNy0yNyIsMSwwLCwsLCwsLCwsLCwsLCwsLCwiUGlwZWxpbmUgTmF0dXJhbCBHYXMiLCJEaWVzZWwgT2lsIiwiQ29tYnVzdGlvbiB0dXJiaW5lIiwsLCwsIlNJUE5PWCIK
NY,E F Barrett,2511,U00006,CP001,2019-01-21,18,0,,,,,,,,,,,,,,,,,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,,,,SIPNOX,579428,6f6dd4fcedc9723dffc0b287014c746a5ea7036e47dfcba07ad3f3ff674f3c5e,Ik5ZIiwiRSBGIEJhcnJldHQiLDI1MTEsIlUwMDAwNiIsIkNQMDAxIiwiMjAxOS0wMS0yMSIsMTgsMCwsLCwsLCwsLCwsLCwsLCwsIlBpcGVsaW5lIE5hdHVyYWwgR2FzIiwiRGllc2VsIE9pbCIsIkNvbWJ1c3Rpb24gdHVyYmluZSIsLCwsLCJTSVBOT1giCg==
NY,E F Barrett,2511,U00006,CP001,2019-04-21,3,0,,,,,,,,,,,,,,,,,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,,,,SIPNOX,581573,025e81a1429d387186070fe10b4cd194d25f738388623675d0a31b6d12eda750,Ik5ZIiwiRSBGIEJhcnJldHQiLDI1MTEsIlUwMDAwNiIsIkNQMDAxIiwiMjAxOS0wNC0yMSIsMywwLCwsLCwsLCwsLCwsLCwsLCwiUGlwZWxpbmUgTmF0dXJhbCBHYXMiLCJEaWVzZWwgT2lsIiwiQ29tYnVzdGlvbiB0dXJiaW5lIiwsLCwsIlNJUE5PWCIK
NY,E F Barrett,2511,U00006,CP001,2019-07-17,7,0,,,,,,,,,,,,,,,,,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,,,,SIPNOX,583665,9ce7aaec5e0f396f5b793d022221aaabee088b2b814b74803126e2aafcb5dc71,Ik5ZIiwiRSBGIEJhcnJldHQiLDI1MTEsIlUwMDAwNiIsIkNQMDAxIiwiMjAxOS0wNy0xNyIsNywwLCwsLCwsLCwsLCwsLCwsLCwiUGlwZWxpbmUgTmF0dXJhbCBHYXMiLCJEaWVzZWwgT2lsIiwiQ29tYnVzdGlvbiB0dXJiaW5lIiwsLCwsIlNJUE5PWCIK
NY,E F Barrett,2511,U00006,CP001,2019-07-17,15,0,,,,,,,,,,,,,,,,,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,,,,SIPNOX,583673,8b9ad52178a1ac166ad768496b047835824faea2f3ccbede87165e818dad1b4f,Ik5ZIiwiRSBGIEJhcnJldHQiLDI1MTEsIlUwMDAwNiIsIkNQMDAxIiwiMjAxOS0wNy0xNyIsMTUsMCwsLCwsLCwsLCwsLCwsLCwsIlBpcGVsaW5lIE5hdHVyYWwgR2FzIiwiRGllc2VsIE9pbCIsIkNvbWJ1c3Rpb24gdHVyYmluZSIsLCwsLCJTSVBOT1giCg==
NY,E F Barrett,2511,U00006,CP001,2019-07-20,15,1,10,,,,,,10,LME,0.059,Calculated,48.3,LME,0.286,Calculated,169,LME,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,,,,SIPNOX,583745,8dcd9146a78ef8959f4cbd7e2f727343b4be2fd14c626116519b3ffecbfc7888,Ik5ZIiwiRSBGIEJhcnJldHQiLDI1MTEsIlUwMDAwNiIsIkNQMDAxIiwiMjAxOS0wNy0yMCIsMTUsMSwxMCwsLCwsLDEwLCJMTUUiLDAuMDU5LCJDYWxjdWxhdGVkIiw0OC4zLCJMTUUiLDAuMjg2LCJDYWxjdWxhdGVkIiwxNjksIkxNRSIsIlBpcGVsaW5lIE5hdHVyYWwgR2FzIiwiRGllc2VsIE9pbCIsIkNvbWJ1c3Rpb24gdHVyYmluZSIsLCwsLCJTSVBOT1giCg==
NY,E F Barrett,2511,U00006,CP001,2019-07-27,1,0,,,,,,,,,,,,,,,,,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,,,,SIPNOX,583899,721db5e270541bfd8c39893db037f20c84330c2bfbf865585e6ef07485151d6b,Ik5ZIiwiRSBGIEJhcnJldHQiLDI1MTEsIlUwMDAwNiIsIkNQMDAxIiwiMjAxOS0wNy0yNyIsMSwwLCwsLCwsLCwsLCwsLCwsLCwiUGlwZWxpbmUgTmF0dXJhbCBHYXMiLCJEaWVzZWwgT2lsIiwiQ29tYnVzdGlvbiB0dXJiaW5lIiwsLCwsIlNJUE5PWCIK
NY,E F Barrett,2511,U00007,CP001,2019-01-21,18,0,,,,,,,,,,,,,,,,,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,,,,SIPNOX,588188,1d82447b4a2bc6c70dcf4422245ebb2ee13ee866de3251cbc3c3085b9b7f5a36,Ik5ZIiwiRSBGIEJhcnJldHQiLDI1MTEsIlUwMDAwNyIsIkNQMDAxIiwiMjAxOS0wMS0yMSIsMTgsMCwsLCwsLCwsLCwsLCwsLCwsIlBpcGVsaW5lIE5hdHVyYWwgR2FzIiwiRGllc2VsIE9pbCIsIkNvbWJ1c3Rpb24gdHVyYmluZSIsLCwsLCJTSVBOT1giCg==
NY,E F Barrett,2511,U00007,CP001,2019-04-21,3,0,,,,,,,,,,,,,,,,,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,,,,SIPNOX,590333,519b4a023016109d25b7cd57df2ad40fde7be5ef119935fefbd6447f0690dc77,Ik5ZIiwiRSBGIEJhcnJldHQiLDI1MTEsIlUwMDAwNyIsIkNQMDAxIiwiMjAxOS0wNC0yMSIsMywwLCwsLCwsLCwsLCwsLCwsLCwiUGlwZWxpbmUgTmF0dXJhbCBHYXMiLCJEaWVzZWwgT2lsIiwiQ29tYnVzdGlvbiB0dXJiaW5lIiwsLCwsIlNJUE5PWCIK
NY,E F Barrett,2511,U00007,CP001,2019-07-17,7,0,,,,,,,,,,,,,,,,,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,,,,SIPNOX,592425,bc5a52ab4eb358b8757a50aff773a3e86c16d46eafef55212965e0b0404884b8,Ik5ZIiwiRSBGIEJhcnJldHQiLDI1MTEsIlUwMDAwNyIsIkNQMDAxIiwiMjAxOS0wNy0xNyIsNywwLCwsLCwsLCwsLCwsLCwsLCwiUGlwZWxpbmUgTmF0dXJhbCBHYXMiLCJEaWVzZWwgT2lsIiwiQ29tYnVzdGlvbiB0dXJiaW5lIiwsLCwsIlNJUE5PWCIK
NY,E F Barrett,2511,U00007,CP001,2019-07-17,15,0,,,,,,,,,,,,,,,,,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,,,,SIPNOX,592433,d3680bf63ceea3532c56e687093036b7ea6a02828498aa50f86588d2d82dc35f,Ik5ZIiwiRSBGIEJhcnJldHQiLDI1MTEsIlUwMDAwNyIsIkNQMDAxIiwiMjAxOS0wNy0xNyIsMTUsMCwsLCwsLCwsLCwsLCwsLCwsIlBpcGVsaW5lIE5hdHVyYWwgR2FzIiwiRGllc2VsIE9pbCIsIkNvbWJ1c3Rpb24gdHVyYmluZSIsLCwsLCJTSVBOT1giCg==
NY,E F Barrett,2511,U00007,CP001,2019-07-20,15,1,10,,,,,,10,LME,0.059,Calculated,48.3,LME,0.286,Calculated,169,LME,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,,,,SIPNOX,592505,bbb0431128297cd851019e61a8890e79cab4343601052e9bdb03e86cab9ce189,Ik5ZIiwiRSBGIEJhcnJldHQiLDI1MTEsIlUwMDAwNyIsIkNQMDAxIiwiMjAxOS0wNy0yMCIsMTUsMSwxMCwsLCwsLDEwLCJMTUUiLDAuMDU5LCJDYWxjdWxhdGVkIiw0OC4zLCJMTUUiLDAuMjg2LCJDYWxjdWxhdGVkIiwxNjksIkxNRSIsIlBpcGVsaW5lIE5hdHVyYWwgR2FzIiwiRGllc2VsIE9pbCIsIkNvbWJ1c3Rpb24gdHVyYmluZSIsLCwsLCJTSVBOT1giCg==
NY,E F Barrett,2511,U00007,CP001,2019-07-27,1,0,,,,,,,,,,,,,,,,,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,,,,SIPNOX,592659,932420f90e38fbf9848e59eeb56b64a6734a380ffbfb2d447add748d485997a2,Ik5ZIiwiRSBGIEJhcnJldHQiLDI1MTEsIlUwMDAwNyIsIkNQMDAxIiwiMjAxOS0wNy0yNyIsMSwwLCwsLCwsLCwsLCwsLCwsLCwiUGlwZWxpbmUgTmF0dXJhbCBHYXMiLCJEaWVzZWwgT2lsIiwiQ29tYnVzdGlvbiB0dXJiaW5lIiwsLCwsIlNJUE5PWCIK
NY,E F Barrett,2511,U00008,CP001,2019-01-21,18,1,14,,,,,,17.9,LME,0.081,Calculated,120.1,LME,0.544,Calculated,220.7,LME,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,,,,SIPNOX,596948,89a562ae2abf8c4c0b5e79ec5e5c77285d1e6118ffacd54cf13aa9d77f9c86b9,Ik5ZIiwiRSBGIEJhcnJldHQiLDI1MTEsIlUwMDAwOCIsIkNQMDAxIiwiMjAxOS0wMS0yMSIsMTgsMSwxNCwsLCwsLDE3LjksIkxNRSIsMC4wODEsIkNhbGN1bGF0ZWQiLDEyMC4xLCJMTUUiLDAuNTQ0LCJDYWxjdWxhdGVkIiwyMjAuNywiTE1FIiwiUGlwZWxpbmUgTmF0dXJhbCBHYXMiLCJEaWVzZWwgT2lsIiwiQ29tYnVzdGlvbiB0dXJiaW5lIiwsLCwsIlNJUE5PWCIK
NY,E F Barrett,2511,U00008,CP001,2019-04-21,3,0,,,,,,,,,,,,,,,,,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,,,,SIPNOX,599093,d47e7c561e57e215b69d7e0961b36304d62fb7212741dc2a9a1b41213119d506,Ik5ZIiwiRSBGIEJhcnJldHQiLDI1MTEsIlUwMDAwOCIsIkNQMDAxIiwiMjAxOS0wNC0yMSIsMywwLCwsLCwsLCwsLCwsLCwsLCwiUGlwZWxpbmUgTmF0dXJhbCBHYXMiLCJEaWVzZWwgT2lsIiwiQ29tYnVzdGlvbiB0dXJiaW5lIiwsLCwsIlNJUE5PWCIK
NY,E F Barrett,2511,U00008,CP001,2019-07-17,7,1,4,,,,,,4,LME,0.059,Calculated,19.3,LME,0.286,Calculated,67.6,LME,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,,,,SIPNOX,601185,9385ef601a3d8b0ec2db510e9883a27dc2089b0afb8b77acbe2c0fc4da2dc407,Ik5ZIiwiRSBGIEJhcnJldHQiLDI1MTEsIlUwMDAwOCIsIkNQMDAxIiwiMjAxOS0wNy0xNyIsNywxLDQsLCwsLCw0LCJMTUUiLDAuMDU5LCJDYWxjdWxhdGVkIiwxOS4zLCJMTUUiLDAuMjg2LCJDYWxjdWxhdGVkIiw2Ny42LCJMTUUiLCJQaXBlbGluZSBOYXR1cmFsIEdhcyIsIkRpZXNlbCBPaWwiLCJDb21idXN0aW9uIHR1cmJpbmUiLCwsLCwiU0lQTk9YIgo=
NY,E F Barrett,2511,U00008,CP001,2019-07-17,15,0,,,,,,,,,,,,,,,,,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,,,,SIPNOX,601193,fe2629c31ee30f61a0f8892357ded38609e090ebc685d95ae1c71ed03e19f928,Ik5ZIiwiRSBGIEJhcnJldHQiLDI1MTEsIlUwMDAwOCIsIkNQMDAxIiwiMjAxOS0wNy0xNyIsMTUsMCwsLCwsLCwsLCwsLCwsLCwsIlBpcGVsaW5lIE5hdHVyYWwgR2FzIiwiRGllc2VsIE9pbCIsIkNvbWJ1c3Rpb24gdHVyYmluZSIsLCwsLCJTSVBOT1giCg==
NY,E F Barrett,2511,U00008,CP001,2019-07-20,15,1,11,,,,,,11,LME,0.059,Calculated,53.2,LME,0.286,Calculated,185.9,LME,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,,,,SIPNOX,601265,f7ad3d849b698fbee9a7ebff2889fb8a7e8b9ffe8c64d79c31c1f540d2080871,Ik5ZIiwiRSBGIEJhcnJldHQiLDI1MTEsIlUwMDAwOCIsIkNQMDAxIiwiMjAxOS0wNy0yMCIsMTUsMSwxMSwsLCwsLDExLCJMTUUiLDAuMDU5LCJDYWxjdWxhdGVkIiw1My4yLCJMTUUiLDAuMjg2LCJDYWxjdWxhdGVkIiwxODUuOSwiTE1FIiwiUGlwZWxpbmUgTmF0dXJhbCBHYXMiLCJEaWVzZWwgT2lsIiwiQ29tYnVzdGlvbiB0dXJiaW5lIiwsLCwsIlNJUE5PWCIK
NY,E F Barrett,2511,U00008,CP001,2019-07-27,1,0,,,,,,,,,,,,,,,,,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,,,,SIPNOX,601419,8af460f870353e73337bc67c504f8b3e0b3a148410cebefc0333f9037e4f6b8f,Ik5ZIiwiRSBGIEJhcnJldHQiLDI1MTEsIlUwMDAwOCIsIkNQMDAxIiwiMjAxOS0wNy0yNyIsMSwwLCwsLCwsLCwsLCwsLCwsLCwiUGlwZWxpbmUgTmF0dXJhbCBHYXMiLCJEaWVzZWwgT2lsIiwiQ29tYnVzdGlvbiB0dXJiaW5lIiwsLCwsIlNJUE5PWCIK
NY,E F Barrett,2511,U00009,CP001,2019-01-21,18,1,5,,,,,,6.4,LME,0.081,Calculated,42.9,LME,0.544,Calculated,78.8,LME,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,,,,SIPNOX,605708,28db2557edce89f5d2df9cfbe8dcc6bfe19db25ab6fe0c7e3034cf489c6fc78f,Ik5ZIiwiRSBGIEJhcnJldHQiLDI1MTEsIlUwMDAwOSIsIkNQMDAxIiwiMjAxOS0wMS0yMSIsMTgsMSw1LCwsLCwsNi40LCJMTUUiLDAuMDgxLCJDYWxjdWxhdGVkIiw0Mi45LCJMTUUiLDAuNTQ0LCJDYWxjdWxhdGVkIiw3OC44LCJMTUUiLCJQaXBlbGluZSBOYXR1cmFsIEdhcyIsIkRpZXNlbCBPaWwiLCJDb21idXN0aW9uIHR1cmJpbmUiLCwsLCwiU0lQTk9YIgo=
NY,E F Barrett,2511,U00009,CP001,2019-04-21,3,0,,,,,,,,,,,,,,,,,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,,,,SIPNOX,607853,9667884e3f76adb4e18274ffecd14c45f4b2a85cd65aff3a89cb8d2bb13485c5,Ik5ZIiwiRSBGIEJhcnJldHQiLDI1MTEsIlUwMDAwOSIsIkNQMDAxIiwiMjAxOS0wNC0yMSIsMywwLCwsLCwsLCwsLCwsLCwsLCwiUGlwZWxpbmUgTmF0dXJhbCBHYXMiLCJEaWVzZWwgT2lsIiwiQ29tYnVzdGlvbiB0dXJiaW5lIiwsLCwsIlNJUE5PWCIK
NY,E F Barrett,2511,U00009,CP001,2019-07-17,7,0,,,,,,,,,,,,,,,,,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,,,,SIPNOX,609945,68c7f9665a6006d10525818924ee8e875dd29c6358dacac334e24f63c35a0f76,Ik5ZIiwiRSBGIEJhcnJldHQiLDI1MTEsIlUwMDAwOSIsIkNQMDAxIiwiMjAxOS0wNy0xNyIsNywwLCwsLCwsLCwsLCwsLCwsLCwiUGlwZWxpbmUgTmF0dXJhbCBHYXMiLCJEaWVzZWwgT2lsIiwiQ29tYnVzdGlvbiB0dXJiaW5lIiwsLCwsIlNJUE5PWCIK
NY,E F Barrett,2511,U00009,CP001,2019-07-17,15,1,10,,,,,,10,LME,0.059,Calculated,48.3,LME,0.286,Calculated,169,LME,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,,,,SIPNOX,609953,30b461a5c7d2ca14b68eb97922806da7030fac3bce3b76123645cd399d0d9f54,Ik5ZIiwiRSBGIEJhcnJldHQiLDI1MTEsIlUwMDAwOSIsIkNQMDAxIiwiMjAxOS0wNy0xNyIsMTUsMSwxMCwsLCwsLDEwLCJMTUUiLDAuMDU5LCJDYWxjdWxhdGVkIiw0OC4zLCJMTUUiLDAuMjg2LCJDYWxjdWxhdGVkIiwxNjksIkxNRSIsIlBpcGVsaW5lIE5hdHVyYWwgR2FzIiwiRGllc2VsIE9pbCIsIkNvbWJ1c3Rpb24gdHVyYmluZSIsLCwsLCJTSVBOT1giCg==
NY,E F Barrett,2511,U00009,CP001,2019-07-20,15,1,10,,,,,,10,LME,0.059,Calculated,48.3,LME,0.286,Calculated,169,LME,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,,,,SIPNOX,610025,46fcd6ccf700288e08910fbde0323e1da880ac0a330557f2baff3642c2958c57,Ik5ZIiwiRSBGIEJhcnJldHQiLDI1MTEsIlUwMDAwOSIsIkNQMDAxIiwiMjAxOS0wNy0yMCIsMTUsMSwxMCwsLCwsLDEwLCJMTUUiLDAuMDU5LCJDYWxjdWxhdGVkIiw0OC4zLCJMTUUiLDAuMjg2LCJDYWxjdWxhdGVkIiwxNjksIkxNRSIsIlBpcGVsaW5lIE5hdHVyYWwgR2FzIiwiRGllc2VsIE9pbCIsIkNvbWJ1c3Rpb24gdHVyYmluZSIsLCwsLCJTSVBOT1giCg==
NY,E F Barrett,2511,U00009,CP001,2019-07-27,1,0,,,,,,,,,,,,,,,,,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,,,,SIPNOX,610179,7d15f96e74d5f3598d7b8f91135e170829a5cfbe0f4459887ac3989d13a8c1e3,Ik5ZIiwiRSBGIEJhcnJldHQiLDI1MTEsIlUwMDAwOSIsIkNQMDAxIiwiMjAxOS0wNy0yNyIsMSwwLCwsLCwsLCwsLCwsLCwsLCwiUGlwZWxpbmUgTmF0dXJhbCBHYXMiLCJEaWVzZWwgT2lsIiwiQ29tYnVzdGlvbiB0dXJiaW5lIiwsLCwsIlNJUE5PWCIK
NY,E F Barrett,2511,U00010,CP001,2019-01-21,18,0,,,,,,,,,,,,,,,,,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,,,,SIPNOX,614468,e37ba2df05c199da8c9bd1487d1b3e03a05c23ce63cb1e659e2ea78e897332b4,Ik5ZIiwiRSBGIEJhcnJldHQiLDI1MTEsIlUwMDAxMCIsIkNQMDAxIiwiMjAxOS0wMS0yMSIsMTgsMCwsLCwsLCwsLCwsLCwsLCwsIlBpcGVsaW5lIE5hdHVyYWwgR2FzIiwiRGllc2VsIE9pbCIsIkNvbWJ1c3Rpb24gdHVyYmluZSIsLCwsLCJTSVBOT1giCg==
NY,E F Barrett,2511,U00010,CP001,2019-04-21,3,0,,,,,,,,,,,,,,,,,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,,,,SIPNOX,616613,d0a8b557cbdc71f1cd9116b52990315b6440d13e86c640cebec19610a3564420,Ik5ZIiwiRSBGIEJhcnJldHQiLDI1MTEsIlUwMDAxMCIsIkNQMDAxIiwiMjAxOS0wNC0yMSIsMywwLCwsLCwsLCwsLCwsLCwsLCwiUGlwZWxpbmUgTmF0dXJhbCBHYXMiLCJEaWVzZWwgT2lsIiwiQ29tYnVzdGlvbiB0dXJiaW5lIiwsLCwsIlNJUE5PWCIK
