facility_id,unit_id,date,hourly_records,source_hourly_gross_sum,weighted_clock_hour_energy_mwh,official_daily_gross_energy_mwh,absolute_error_mwh,unweighted_error_mwh,passed
2480,3,2025-07-29,24,975.0,951.75,951.75,0.0,23.25,True
