scenario_id,vintage,zone,interval_start_utc,interval_end_utc,fuel_category,grid_eligible_gross_clock_hour_mw,all_reported_gross_clock_hour_mw,source_unit_rows,gross_present_rows,gross_missing_rows,grid_eligible_present_rows,zonal_generation_observed,net_generation_observed,geographic_mapping_and_gross_share_proxy
V1_2025_JAN15_EVENING,2025,G,2025-01-15T23:00:00Z,2025-01-16T00:00:00Z,Combined Fossil,2094.0,2094.0,15,5,10,5,False,False,True
V1_2025_JAN15_EVENING,2025,H,2025-01-15T23:00:00Z,2025-01-16T00:00:00Z,Combined Fossil,0,0,0,0,0,0,False,False,True
V1_2025_JAN15_EVENING,2025,I,2025-01-15T23:00:00Z,2025-01-16T00:00:00Z,Combined Fossil,0,0,0,0,0,0,False,False,True
V1_2025_JAN15_EVENING,2025,J,2025-01-15T23:00:00Z,2025-01-16T00:00:00Z,Combined Fossil,3348.4,3348.4,69,18,51,18,False,False,True
V1_2025_JAN15_EVENING,2025,K,2025-01-15T23:00:00Z,2025-01-16T00:00:00Z,Combined Fossil,1681.0,1681.0,78,29,49,29,False,False,True
V1_2025_JAN15_EVENING,2025,UNMAPPED,2025-01-15T23:00:00Z,2025-01-16T00:00:00Z,Combined Fossil,0,0,18,0,18,0,False,False,True
V2_2025_APR15_MIDDAY,2025,A,2025-04-15T17:00:00Z,2025-04-15T18:00:00Z,Combined Fossil,40.0,40.0,12,1,11,1,False,False,True
V2_2025_APR15_MIDDAY,2025,B,2025-04-15T17:00:00Z,2025-04-15T18:00:00Z,Combined Fossil,2.4,2.4,2,1,1,1,False,False,True
V2_2025_APR15_MIDDAY,2025,C,2025-04-15T17:00:00Z,2025-04-15T18:00:00Z,Combined Fossil,597.0,597.0,12,4,8,4,False,False,True
V2_2025_APR15_MIDDAY,2025,D,2025-04-15T17:00:00Z,2025-04-15T18:00:00Z,Combined Fossil,0,0,3,0,3,0,False,False,True
V2_2025_APR15_MIDDAY,2025,E,2025-04-15T17:00:00Z,2025-04-15T18:00:00Z,Combined Fossil,0,0,3,0,3,0,False,False,True
V2_2025_APR15_MIDDAY,2025,F,2025-04-15T17:00:00Z,2025-04-15T18:00:00Z,Combined Fossil,1666.0,1666.0,14,6,8,6,False,False,True
V2_2025_APR15_MIDDAY,2025,G,2025-04-15T17:00:00Z,2025-04-15T18:00:00Z,Combined Fossil,1252.0,1252.0,15,4,11,4,False,False,True
V2_2025_APR15_MIDDAY,2025,H,2025-04-15T17:00:00Z,2025-04-15T18:00:00Z,Combined Fossil,0,0,0,0,0,0,False,False,True
V2_2025_APR15_MIDDAY,2025,I,2025-04-15T17:00:00Z,2025-04-15T18:00:00Z,Combined Fossil,0,0,0,0,0,0,False,False,True
V2_2025_APR15_MIDDAY,2025,J,2025-04-15T17:00:00Z,2025-04-15T18:00:00Z,Combined Fossil,1924.0,1924.0,74,17,57,17,False,False,True
V2_2025_APR15_MIDDAY,2025,K,2025-04-15T17:00:00Z,2025-04-15T18:00:00Z,Combined Fossil,563.0,563.0,78,5,73,5,False,False,True
V2_2025_APR15_MIDDAY,2025,UNMAPPED,2025-04-15T17:00:00Z,2025-04-15T18:00:00Z,Combined Fossil,0,0,21,0,21,0,False,False,True
V3_2025_JUL15_EVENING,2025,A,2025-07-15T22:00:00Z,2025-07-15T23:00:00Z,Combined Fossil,254.0,254.0,12,6,6,6,False,False,True
V3_2025_JUL15_EVENING,2025,B,2025-07-15T22:00:00Z,2025-07-15T23:00:00Z,Combined Fossil,97.0,97.0,2,2,0,2,False,False,True
V3_2025_JUL15_EVENING,2025,C,2025-07-15T22:00:00Z,2025-07-15T23:00:00Z,Combined Fossil,1238.0,1238.0,12,11,1,11,False,False,True
V3_2025_JUL15_EVENING,2025,D,2025-07-15T22:00:00Z,2025-07-15T23:00:00Z,Combined Fossil,119.0,119.0,3,1,2,1,False,False,True
V3_2025_JUL15_EVENING,2025,E,2025-07-15T22:00:00Z,2025-07-15T23:00:00Z,Combined Fossil,114.0,114.0,3,2,1,2,False,False,True
V3_2025_JUL15_EVENING,2025,F,2025-07-15T22:00:00Z,2025-07-15T23:00:00Z,Combined Fossil,2590.0,2590.0,14,13,1,13,False,False,True
V3_2025_JUL15_EVENING,2025,G,2025-07-15T22:00:00Z,2025-07-15T23:00:00Z,Combined Fossil,2604.0,2604.0,15,8,7,8,False,False,True
V3_2025_JUL15_EVENING,2025,H,2025-07-15T22:00:00Z,2025-07-15T23:00:00Z,Combined Fossil,0,0,0,0,0,0,False,False,True
V3_2025_JUL15_EVENING,2025,I,2025-07-15T22:00:00Z,2025-07-15T23:00:00Z,Combined Fossil,0,0,0,0,0,0,False,False,True
V3_2025_JUL15_EVENING,2025,J,2025-07-15T22:00:00Z,2025-07-15T23:00:00Z,Combined Fossil,5616.0,5628.0,74,35,39,34,False,False,True
V3_2025_JUL15_EVENING,2025,K,2025-07-15T22:00:00Z,2025-07-15T23:00:00Z,Combined Fossil,3305.2,3305.2,78,42,36,42,False,False,True
V3_2025_JUL15_EVENING,2025,UNMAPPED,2025-07-15T22:00:00Z,2025-07-15T23:00:00Z,Combined Fossil,0,0,21,0,21,0,False,False,True
V4_2025_JUL25_NIGHT,2025,A,2025-07-25T08:00:00Z,2025-07-25T09:00:00Z,Combined Fossil,251.0,251.0,12,6,6,6,False,False,True
V4_2025_JUL25_NIGHT,2025,B,2025-07-25T08:00:00Z,2025-07-25T09:00:00Z,Combined Fossil,0,0,2,0,2,0,False,False,True
V4_2025_JUL25_NIGHT,2025,C,2025-07-25T08:00:00Z,2025-07-25T09:00:00Z,Combined Fossil,932.0,932.0,12,7,5,7,False,False,True
V4_2025_JUL25_NIGHT,2025,D,2025-07-25T08:00:00Z,2025-07-25T09:00:00Z,Combined Fossil,69.0,69.0,3,1,2,1,False,False,True
V4_2025_JUL25_NIGHT,2025,E,2025-07-25T08:00:00Z,2025-07-25T09:00:00Z,Combined Fossil,0,0,3,0,3,0,False,False,True
V4_2025_JUL25_NIGHT,2025,F,2025-07-25T08:00:00Z,2025-07-25T09:00:00Z,Combined Fossil,2477.0,2477.0,14,13,1,13,False,False,True
V4_2025_JUL25_NIGHT,2025,G,2025-07-25T08:00:00Z,2025-07-25T09:00:00Z,Combined Fossil,2170.0,2170.0,15,8,7,8,False,False,True
V4_2025_JUL25_NIGHT,2025,H,2025-07-25T08:00:00Z,2025-07-25T09:00:00Z,Combined Fossil,0,0,0,0,0,0,False,False,True
V4_2025_JUL25_NIGHT,2025,I,2025-07-25T08:00:00Z,2025-07-25T09:00:00Z,Combined Fossil,0,0,0,0,0,0,False,False,True
V4_2025_JUL25_NIGHT,2025,J,2025-07-25T08:00:00Z,2025-07-25T09:00:00Z,Combined Fossil,3151.0,3176.0,74,23,51,21,False,False,True
V4_2025_JUL25_NIGHT,2025,K,2025-07-25T08:00:00Z,2025-07-25T09:00:00Z,Combined Fossil,1366.0,1366.0,78,12,66,12,False,False,True
V4_2025_JUL25_NIGHT,2025,UNMAPPED,2025-07-25T08:00:00Z,2025-07-25T09:00:00Z,Combined Fossil,0,0,21,0,21,0,False,False,True
