State,Facility Name,Facility ID,Unit ID,Associated Stacks,Year,Program Code,Primary Rep Info,EPA Region,NERC Region,County,County Code,FIPS Code,Source Category,Latitude,Longitude,Owner/Operator,SO2 Phase,NOx Phase,Unit Type,Primary Fuel Type,Secondary Fuel Type,SO2 Controls,NOx Controls,PM Controls,Hg Controls,Commercial Operation Date,Operating Status,Max Hourly HI Rate (mmBtu/hr),Associated Generators & Nameplate Capacity (MWe)
NY,Astoria Energy,55375,CT4,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",603228,2,,Queens County,NY081,081,Electric Utility,40.7825,-73.8964,"Astoria Energy, LLC (Owner)|NAES Corporation (Operator)",Phase 2,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Dry Low NOx Burners|Water Injection|Selective Catalytic Reduction,,,2011-04-11,Operating,2550,"ST2 (180), CT4 (170)"
NY,Athens Generating Company,55405,1,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI","601710 (Ended Oct 09, 2019), 609566 (Started Oct 09, 2019)",2,,Greene County,NY039,039,Electric Utility,42.2728,-73.8492,"New Athens Generating Company, LLC (Owner)|MACHGen, LLC (Owner)|North American Energy Services (Operator)",Phase 2,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Dry Low NOx Burners|Water Injection|Selective Catalytic Reduction,,,2003-06-27,Operating,3100,"CT1 (300), ST1 (141)"
NY,Athens Generating Company,55405,2,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI","601710 (Ended Oct 09, 2019), 609566 (Started Oct 09, 2019)",2,,Greene County,NY039,039,Electric Utility,42.2728,-73.8492,"New Athens Generating Company, LLC (Owner)|MACHGen, LLC (Owner)|North American Energy Services (Operator)",Phase 2,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Dry Low NOx Burners|Water Injection|Selective Catalytic Reduction,,,2003-05-12,Operating,3100,"ST2 (141), CT2 (300)"
NY,Athens Generating Company,55405,3,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI","601710 (Ended Oct 09, 2019), 609566 (Started Oct 09, 2019)",2,,Greene County,NY039,039,Electric Utility,42.2728,-73.8492,"New Athens Generating Company, LLC (Owner)|MACHGen, LLC (Owner)|North American Energy Services (Operator)",Phase 2,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Dry Low NOx Burners|Water Injection|Selective Catalytic Reduction,,,2003-04-08,Operating,3100,"CT3 (300), ST3 (141)"
NY,Bayswater Peaking Facility,55699,1,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI","608617 (Ended Apr 22, 2019), 608817 (Started Apr 22, 2019)",2,,Queens County,NY081,081,Electric Utility,40.6106,-73.7614,"Bayswater Peaking Facility, LLC (Owner)|Bayswater Peaking Facility, LLC (Operator)",Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Selective Catalytic Reduction|Water Injection,,,2002-07-01,Operating,680,1 (60.5)
NY,Bayswater Peaking Facility,55699,2,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI","608617 (Ended Apr 22, 2019), 608817 (Started Apr 22, 2019)",2,,Queens County,NY081,081,Electric Utility,40.6106,-73.7614,"Jamaica Bay Peaking Facility, LLC (Owner)|Jamaica Bay Peaking Facility, LLC (Operator)",Phase 2,,Combustion turbine,Diesel Oil,Pipeline Natural Gas,,Water Injection|Selective Catalytic Reduction,,,2003-07-02,Operating,625,2 (60.5)
NY,Edgewood Energy,55786,CT01,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",607880,2,,Suffolk County,NY103,103,Electric Utility,40.7861,-73.2931,"J Power USA Development Co, Ltd. (Owner)|J Power USA Development Co, Ltd. (Operator)",Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Water Injection|Selective Catalytic Reduction,,,2002-07-15,Operating,480,CT01 (50)
NY,Edgewood Energy,55786,CT02,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",607880,2,,Suffolk County,NY103,103,Electric Utility,40.7861,-73.2931,"J Power USA Development Co, Ltd. (Owner)|J Power USA Development Co, Ltd. (Operator)",Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Water Injection|Selective Catalytic Reduction,,,2002-07-15,Operating,480,CT02 (50)
NY,Shoreham Energy,55787,CT01,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",607880,2,,Suffolk County,NY103,103,Electric Utility,40.9572,-72.8664,"J Power USA Development Co, Ltd. (Owner)|J Power USA Development Co, Ltd. (Operator)",Phase 2,,Combustion turbine,Diesel Oil,,,Water Injection|Selective Catalytic Reduction,,,2002-07-20,Operating,461,CT01 (50)
NY,Shoreham Energy,55787,CT02,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",607880,2,,Suffolk County,NY103,103,Electric Utility,40.9572,-72.8664,"J Power USA Development Co, Ltd. (Owner)|J Power USA Development Co, Ltd. (Operator)",Phase 2,,Combustion turbine,Diesel Oil,,,Water Injection|Selective Catalytic Reduction,,,2002-07-22,Operating,461,CT02 (50)
NY,"Hawkeye Energy Greenport, LLC",55969,U-01,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI","604116 (Ended Oct 08, 2019), 609564 (Started Oct 08, 2019)",2,,Suffolk County,NY103,103,Electric Utility,41.1056,-72.3767,"Hawkeye Generating, LLC (Owner) (Ended Oct 08, 2019)|Hawkeye Energy Greenport, LLC (Owner) (Started Oct 08, 2019)|Hawkeye Generating, LLC (Operator) (Ended Oct 08, 2019)|Hawkeye Energy Greenport, LLC (Operator) (Started Oct 08, 2019)",Phase 2,,Combustion turbine,Diesel Oil,,,Water Injection|Selective Catalytic Reduction,,,2003-06-23,Operating,560,U-01 (54)
NY,Equus  Power I,56032,0001,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",607880,2,,Nassau County,NY059,059,Electric Utility,40.6447,-73.5683,"J Power USA Development Co, Ltd. (Owner)|J Power USA Development Co, Ltd. (Operator)",Phase 2,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,Water Injection|Selective Catalytic Reduction,,,2004-07-01,Operating,520.7,0001 (60)
NY,Pinelawn Power,56188,00001,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",607880,2,,Suffolk County,NY103,103,Electric Utility,40.7358,-73.3881,"J Power USA Development Co, Ltd. (Owner)|J Power USA Development Co, Ltd. (Operator)",Phase 2,,Combined cycle,Pipeline Natural Gas,Other Oil,,Water Injection|Selective Catalytic Reduction,,,2005-06-14,Operating,850,"CTG (50), STG (32)"
NY,Poletti 500 MW CC,56196,CTG7A,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI","604275 (Ended Apr 30, 2019), 605253 (Started Apr 30, 2019)",2,,Queens County,NY081,081,Electric Utility,40.7881,-73.9056,New York Power Authority (Owner)|New York Power Authority (Operator),Phase 2,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Dry Low NOx Burners|Water Injection|Selective Catalytic Reduction,,,2005-12-31,Operating,2080,"CT01 (170), CA01 (188)"
NY,Poletti 500 MW CC,56196,CTG7B,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI","604275 (Ended Apr 30, 2019), 605253 (Started Apr 30, 2019)",2,,Queens County,NY081,081,Electric Utility,40.7881,-73.9056,New York Power Authority (Owner)|New York Power Authority (Operator),Phase 2,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Dry Low NOx Burners|Water Injection|Selective Catalytic Reduction,,,2005-12-31,Operating,2041,"CT02 (170), CA01 (188)"
NY,Caithness Long Island Energy Center,56234,0001,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",1245,2,NPCC,Suffolk County,NY103,103,Electric Utility,40.8142,-72.9403,Caithness Energy (Owner)|Siemens Power Generation Operating Services Co (Operator),Phase 2,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Dry Low NOx Burners|Water Injection|Ammonia Injection|Selective Catalytic Reduction,,,2009-04-17,Operating,2650,"ST01 (152.7), CT01 (196.2)"
NY,"Empire Generating Co, LLC",56259,CT-1,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI","608408 (Ended Oct 21, 2019), 609577 (Started Oct 21, 2019)",2,NPCC,Rensselaer County,NY083,083,Electric Utility,42.6296,-73.749,"Empire Generating Co, LLC (Owner)|NAES Corporation (Operator) (Ended Jul 02, 2019)|Empire Generating Co, LLC (Operator) (Started Jul 02, 2019)",Phase 2,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Dry Low NOx Burners|Water Injection|Selective Catalytic Reduction,,,2010-05-26,Operating,2750,"ST13 (295.7), CT11 (179)"
NY,"Empire Generating Co, LLC",56259,CT-2,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI","608408 (Ended Oct 21, 2019), 609577 (Started Oct 21, 2019)",2,NPCC,Rensselaer County,NY083,083,Electric Utility,42.6296,-73.749,"Empire Generating Co, LLC (Owner)|NAES Corporation (Operator) (Ended Jul 02, 2019)|Empire Generating Co, LLC (Operator) (Started Jul 02, 2019)",Phase 2,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Dry Low NOx Burners|Water Injection|Selective Catalytic Reduction,,,2010-06-03,Operating,2750,"ST13 (295.7), CT12 (179)"
NY,Valley Energy Center,56940,1,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",602660,2,,Orange County,NY071,071,Electric Utility,41.413,-74.435,CPV Valley LLC (Owner)|Diamond Generating Corporation (Operator),Phase 2,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Selective Catalytic Reduction,,,2018-01-25,Operating,2734,"CTG1 (234), STG (300)"
NY,Valley Energy Center,56940,2,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",602660,2,,Orange County,NY071,071,Electric Utility,41.413,-74.435,CPV Valley LLC (Owner)|Diamond Generating Corporation (Operator),Phase 2,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Selective Catalytic Reduction,,,2018-01-24,Operating,2734,"STG (300), CTG2 (234)"
NY,Momentive Performance Materials,880024,U28006,,2019,SIPNOX,605967,2,,Saratoga County,NY091,091,Industrial Boiler,42.8158,-73.6728,Momentive Performance Materials (Owner),,,Tangentially-fired,Pipeline Natural Gas,,,,,,,Operating,308,
NY,Lehigh Northeast Cement Company,880052,01070,"MS1N, MS1S",2019,SIPNOX,609276,2,,Warren County,NY113,113,Cement Manufacturing,43.3064,-73.6208,Lehigh Northeast Cement Company (Owner),,,Cement Kiln,Coal,Natural Gas,,Selective Non-catalytic Reduction,Electrostatic Precipitator,,1972-01-01,Operating,34,
NY,Ravenswood Steam Plant,880100,BLR001,CS0001,2019,SIPNOX,607301,2,,Queens County,NY081,081,Industrial Boiler,40.76,-73.75,"Consolidated Edison of New York, Inc. (Owner)",,,Dry bottom wall-fired boiler,Residual Oil,Pipeline Natural Gas,,,,,,Operating,424,
NY,Ravenswood Steam Plant,880100,BLR002,CS0002,2019,SIPNOX,607301,2,,Queens County,NY081,081,Industrial Boiler,40.76,-73.75,"Consolidated Edison of New York, Inc. (Owner)",,,Dry bottom wall-fired boiler,Residual Oil,Pipeline Natural Gas,,,,,,Operating,424,
NY,Ravenswood Steam Plant,880100,BLR003,CS0001,2019,SIPNOX,607301,2,,Queens County,NY081,081,Industrial Boiler,40.76,-73.75,"Consolidated Edison of New York, Inc. (Owner)",,,Dry bottom wall-fired boiler,Residual Oil,Pipeline Natural Gas,,,,,,Operating,424,
NY,Ravenswood Steam Plant,880100,BLR004,CS0002,2019,SIPNOX,607301,2,,Queens County,NY081,081,Industrial Boiler,40.76,-73.75,"Consolidated Edison of New York, Inc. (Owner)",,,Dry bottom wall-fired boiler,Residual Oil,Pipeline Natural Gas,,,,,,Operating,424,
NY,Danskammer Generating Station,2480,1,,2025,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI",606236,2,NPCC,Orange County,NY071,071,Electric Utility,41.573,-73.9646,"Danskammer Energy, LLC (Owner)|Danskammer Energy, LLC (Operator)",Phase 2,,Tangentially-fired,Pipeline Natural Gas,,,,,,1951-01-01,Operating,1654,1 (72)
NY,Danskammer Generating Station,2480,2,,2025,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI",606236,2,NPCC,Orange County,NY071,071,Electric Utility,41.573,-73.9646,"Danskammer Energy, LLC (Owner)|Danskammer Energy, LLC (Operator)",Phase 2,,Tangentially-fired,Pipeline Natural Gas,,,,,,1954-01-01,Operating,1100,2 (73.5)
NY,Danskammer Generating Station,2480,3,,2025,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI",606236,2,NPCC,Orange County,NY071,071,Electric Utility,41.573,-73.9646,"Danskammer Energy, LLC (Owner)|Danskammer Energy, LLC (Operator)",Phase 2,Phase 2 Group 1,Tangentially-fired,Pipeline Natural Gas,,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,,1959-10-01,Operating,3260,3 (147.1)
NY,Danskammer Generating Station,2480,4,,2025,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI",606236,2,NPCC,Orange County,NY071,071,Electric Utility,41.573,-73.9646,"Danskammer Energy, LLC (Owner)|Danskammer Energy, LLC (Operator)",Phase 2,Phase 2 Group 1,Tangentially-fired,Pipeline Natural Gas,,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,,1967-09-01,Operating,2419,4 (239.4)
NY,Arthur Kill,2490,20,CS0002,2025,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI",601740,2,NPCC,Richmond County,NY085,085,Electric Utility,40.5915,-74.2027,"Arthur Kill Power, LLC (Owner)|Arthur Kill Operating Services LLC (Operator)",Phase 2,,Dry bottom wall-fired boiler,Pipeline Natural Gas,,,,,,1959-08-01,Operating,3717,"2 (376.2), GT1 (16.3)"
NY,Arthur Kill,2490,30,CS0002,2025,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI",601740,2,NPCC,Richmond County,NY085,085,Electric Utility,40.5915,-74.2027,"Arthur Kill Power, LLC (Owner)|Arthur Kill Operating Services LLC (Operator)",Phase 2,,Tangentially-fired,Pipeline Natural Gas,,,,,,1969-06-01,Operating,5502,3 (535.5)
NY,Arthur Kill,2490,CT0001,,2025,"RGGI, SIPNOX",601740,2,NPCC,Richmond County,NY085,085,Electric Utility,40.5915,-74.2027,"Arthur Kill Power, LLC (Owner)|Arthur Kill Operating Services LLC (Operator)",,,Combustion turbine,Pipeline Natural Gas,,,,,,1970-06-01,Operating,235,GT1 (16.3)
NY,East River,2493,1,,2025,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI",610097,2,,New York County,NY061,061,Cogeneration,40.7281,-73.9742,"Consolidated Edison of New York, Inc. (Owner)|Consolidated Edison of New York, Inc. (Operator)",Phase 2,,Combined cycle,Pipeline Natural Gas,,,Ammonia Injection|Selective Catalytic Reduction,,,2005-03-08,Operating,3165,1 (180)
NY,East River,2493,2,,2025,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI",610097,2,,New York County,NY061,061,Cogeneration,40.7281,-73.9742,"Consolidated Edison of New York, Inc. (Owner)|Consolidated Edison of New York, Inc. (Operator)",Phase 2,,Combined cycle,Pipeline Natural Gas,,,Ammonia Injection|Selective Catalytic Reduction,,,2005-03-13,Operating,3165,2 (180)
NY,East River,2493,60,,2025,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS, RGGI",610097,2,,New York County,NY061,061,Cogeneration,40.7281,-73.9742,"Consolidated Edison of New York, Inc. (Owner)|Consolidated Edison of New York, Inc. (Operator)",Phase 2,,Dry bottom wall-fired boiler,Pipeline Natural Gas,Residual Oil,,,,,1951-09-01,Operating,1930,6 (156.3)
NY,East River,2493,70,,2025,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS, RGGI",610097,2,,New York County,NY061,061,Electric Utility,40.7281,-73.9742,"Consolidated Edison of New York, Inc. (Owner)|Consolidated Edison of New York, Inc. (Operator)",Phase 2,,Dry bottom wall-fired boiler,Pipeline Natural Gas,Residual Oil,,,,,1955-01-01,Operating,1982,7 (200)
NY,Gowanus Generating Station,2494,CT02-1,CP0001,2025,"RGGI, SIPNOX",601740,2,,Kings County,NY047,047,Electric Utility,40.6635,-74.0051,"Astoria Generating Company, LP (Owner)|Astoria Operating Services, Inc. (Operator)",,,Combustion turbine,Diesel Oil,Pipeline Natural Gas,,,,,1971-06-01,Operating,299,GT21 (20)
NY,Gowanus Generating Station,2494,CT02-2,CP0001,2025,"RGGI, SIPNOX",601740,2,,Kings County,NY047,047,Electric Utility,40.6635,-74.0051,"Astoria Generating Company, LP (Owner)|Astoria Operating Services, Inc. (Operator)",,,Combustion turbine,Diesel Oil,Pipeline Natural Gas,,,,,1971-06-01,Operating,299,GT22 (20)
NY,Gowanus Generating Station,2494,CT02-3,CP0001,2025,"RGGI, SIPNOX",601740,2,,Kings County,NY047,047,Electric Utility,40.6635,-74.0051,"Astoria Generating Company, LP (Owner)|Astoria Operating Services, Inc. (Operator)",,,Combustion turbine,Diesel Oil,Pipeline Natural Gas,,,,,1971-06-01,Operating,299,GT23 (20)
NY,Gowanus Generating Station,2494,CT02-4,CP0001,2025,"RGGI, SIPNOX",601740,2,,Kings County,NY047,047,Electric Utility,40.6635,-74.0051,"Astoria Generating Company, LP (Owner)|Astoria Operating Services, Inc. (Operator)",,,Combustion turbine,Diesel Oil,Pipeline Natural Gas,,,,,1971-06-01,Operating,299,GT24 (20)
NY,Gowanus Generating Station,2494,CT02-5,CP0001,2025,"RGGI, SIPNOX",601740,2,,Kings County,NY047,047,Electric Utility,40.6635,-74.0051,"Astoria Generating Company, LP (Owner)|Astoria Operating Services, Inc. (Operator)",,,Combustion turbine,Diesel Oil,Pipeline Natural Gas,,,,,1971-06-01,Operating,299,GT25 (20)
NY,Gowanus Generating Station,2494,CT02-6,CP0001,2025,"RGGI, SIPNOX",601740,2,,Kings County,NY047,047,Electric Utility,40.6635,-74.0051,"Astoria Generating Company, LP (Owner)|Astoria Operating Services, Inc. (Operator)",,,Combustion turbine,Diesel Oil,Pipeline Natural Gas,,,,,1971-06-01,Operating,299,GT26 (20)
NY,Gowanus Generating Station,2494,CT02-7,CP0001,2025,"RGGI, SIPNOX",601740,2,,Kings County,NY047,047,Electric Utility,40.6635,-74.0051,"Astoria Generating Company, LP (Owner)|Astoria Operating Services, Inc. (Operator)",,,Combustion turbine,Diesel Oil,Pipeline Natural Gas,,,,,1971-06-01,Operating,299,GT27 (20)
NY,Gowanus Generating Station,2494,CT02-8,CP0001,2025,"RGGI, SIPNOX",601740,2,,Kings County,NY047,047,Electric Utility,40.6635,-74.0051,"Astoria Generating Company, LP (Owner)|Astoria Operating Services, Inc. (Operator)",,,Combustion turbine,Diesel Oil,Pipeline Natural Gas,,,,,1971-06-01,Operating,299,GT28 (20)
NY,Gowanus Generating Station,2494,CT03-1,CP0001,2025,"RGGI, SIPNOX",601740,2,,Kings County,NY047,047,Electric Utility,40.6635,-74.0051,"Astoria Generating Company, LP (Owner)|Astoria Operating Services, Inc. (Operator)",,,Combustion turbine,Diesel Oil,Pipeline Natural Gas,,,,,1971-06-01,Operating,299,GT31 (20)
NY,Gowanus Generating Station,2494,CT03-2,CP0001,2025,"RGGI, SIPNOX",601740,2,,Kings County,NY047,047,Electric Utility,40.6635,-74.0051,"Astoria Generating Company, LP (Owner)|Astoria Operating Services, Inc. (Operator)",,,Combustion turbine,Diesel Oil,Pipeline Natural Gas,,,,,1971-06-01,Operating,299,GT32 (20)
NY,Gowanus Generating Station,2494,CT03-3,CP0001,2025,"RGGI, SIPNOX",601740,2,,Kings County,NY047,047,Electric Utility,40.6635,-74.0051,"Astoria Generating Company, LP (Owner)|Astoria Operating Services, Inc. (Operator)",,,Combustion turbine,Diesel Oil,Pipeline Natural Gas,,,,,1971-06-01,Operating,299,GT33 (20)
NY,Gowanus Generating Station,2494,CT03-4,CP0001,2025,"RGGI, SIPNOX",601740,2,,Kings County,NY047,047,Electric Utility,40.6635,-74.0051,"Astoria Generating Company, LP (Owner)|Astoria Operating Services, Inc. (Operator)",,,Combustion turbine,Diesel Oil,Pipeline Natural Gas,,,,,1971-06-01,Operating,299,GT34 (20)
NY,Gowanus Generating Station,2494,CT03-5,CP0001,2025,"RGGI, SIPNOX",601740,2,,Kings County,NY047,047,Electric Utility,40.6635,-74.0051,"Astoria Generating Company, LP (Owner)|Astoria Operating Services, Inc. (Operator)",,,Combustion turbine,Diesel Oil,Pipeline Natural Gas,,,,,1971-06-01,Operating,299,GT35 (20)
NY,Gowanus Generating Station,2494,CT03-6,CP0001,2025,"RGGI, SIPNOX",601740,2,,Kings County,NY047,047,Electric Utility,40.6635,-74.0051,"Astoria Generating Company, LP (Owner)|Astoria Operating Services, Inc. (Operator)",,,Combustion turbine,Diesel Oil,Pipeline Natural Gas,,,,,1971-06-01,Operating,299,GT36 (20)
NY,Gowanus Generating Station,2494,CT03-7,CP0001,2025,"RGGI, SIPNOX",601740,2,,Kings County,NY047,047,Electric Utility,40.6635,-74.0051,"Astoria Generating Company, LP (Owner)|Astoria Operating Services, Inc. (Operator)",,,Combustion turbine,Diesel Oil,Pipeline Natural Gas,,,,,1971-06-01,Operating,299,GT37 (20)
NY,Gowanus Generating Station,2494,CT03-8,CP0001,2025,"RGGI, SIPNOX",601740,2,,Kings County,NY047,047,Electric Utility,40.6635,-74.0051,"Astoria Generating Company, LP (Owner)|Astoria Operating Services, Inc. (Operator)",,,Combustion turbine,Diesel Oil,Pipeline Natural Gas,,,,,1971-06-01,Operating,299,GT38 (20)
NY,Narrows Generating Station,2499,CT01-1,CP0001,2025,"RGGI, SIPNOX",601740,2,,Kings County,NY047,047,Electric Utility,40.6486,-74.0209,"Astoria Generating Company, LP (Owner)|Astoria Operating Services, Inc. (Operator)",,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,1972-05-01,Operating,297,NT11 (22)
NY,Narrows Generating Station,2499,CT01-2,CP0001,2025,"RGGI, SIPNOX",601740,2,,Kings County,NY047,047,Electric Utility,40.6486,-74.0209,"Astoria Generating Company, LP (Owner)|Astoria Operating Services, Inc. (Operator)",,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,1972-05-01,Operating,297,NT12 (22)
NY,Narrows Generating Station,2499,CT01-3,CP0001,2025,"RGGI, SIPNOX",601740,2,,Kings County,NY047,047,Electric Utility,40.6486,-74.0209,"Astoria Generating Company, LP (Owner)|Astoria Operating Services, Inc. (Operator)",,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,1972-05-01,Operating,297,NT13 (22)
NY,Narrows Generating Station,2499,CT01-4,CP0001,2025,"RGGI, SIPNOX",601740,2,,Kings County,NY047,047,Electric Utility,40.6486,-74.0209,"Astoria Generating Company, LP (Owner)|Astoria Operating Services, Inc. (Operator)",,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,1972-05-01,Operating,297,NT14 (22)
NY,Narrows Generating Station,2499,CT01-5,CP0001,2025,"RGGI, SIPNOX",601740,2,,Kings County,NY047,047,Electric Utility,40.6486,-74.0209,"Astoria Generating Company, LP (Owner)|Astoria Operating Services, Inc. (Operator)",,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,1972-05-01,Operating,297,NT15 (22)
NY,Narrows Generating Station,2499,CT01-6,CP0001,2025,"RGGI, SIPNOX",601740,2,,Kings County,NY047,047,Electric Utility,40.6486,-74.0209,"Astoria Generating Company, LP (Owner)|Astoria Operating Services, Inc. (Operator)",,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,1972-05-01,Operating,297,NT16 (22)
NY,Narrows Generating Station,2499,CT01-7,CP0001,2025,"RGGI, SIPNOX",601740,2,,Kings County,NY047,047,Electric Utility,40.6486,-74.0209,"Astoria Generating Company, LP (Owner)|Astoria Operating Services, Inc. (Operator)",,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,1972-05-01,Operating,297,NT17 (22)
NY,Narrows Generating Station,2499,CT01-8,CP0001,2025,"RGGI, SIPNOX",601740,2,,Kings County,NY047,047,Electric Utility,40.6486,-74.0209,"Astoria Generating Company, LP (Owner)|Astoria Operating Services, Inc. (Operator)",,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,1972-05-01,Operating,297,NT18 (22)
NY,Narrows Generating Station,2499,CT02-1,CP0001,2025,"RGGI, SIPNOX",601740,2,,Kings County,NY047,047,Electric Utility,40.6486,-74.0209,"Astoria Generating Company, LP (Owner)|Astoria Operating Services, Inc. (Operator)",,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,1972-05-01,Operating,297,NT21 (22)
NY,Narrows Generating Station,2499,CT02-2,CP0001,2025,"RGGI, SIPNOX",601740,2,,Kings County,NY047,047,Electric Utility,40.6486,-74.0209,"Astoria Generating Company, LP (Owner)|Astoria Operating Services, Inc. (Operator)",,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,1972-05-01,Operating,297,NT22 (22)
NY,Narrows Generating Station,2499,CT02-3,CP0001,2025,"RGGI, SIPNOX",601740,2,,Kings County,NY047,047,Electric Utility,40.6486,-74.0209,"Astoria Generating Company, LP (Owner)|Astoria Operating Services, Inc. (Operator)",,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,1972-05-01,Operating,297,NT23 (22)
NY,Narrows Generating Station,2499,CT02-4,CP0001,2025,"RGGI, SIPNOX",601740,2,,Kings County,NY047,047,Electric Utility,40.6486,-74.0209,"Astoria Generating Company, LP (Owner)|Astoria Operating Services, Inc. (Operator)",,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,1972-05-01,Operating,297,NT24 (22)
NY,Narrows Generating Station,2499,CT02-5,CP0001,2025,"RGGI, SIPNOX",601740,2,,Kings County,NY047,047,Electric Utility,40.6486,-74.0209,"Astoria Generating Company, LP (Owner)|Astoria Operating Services, Inc. (Operator)",,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,1972-05-01,Operating,297,NT25 (22)
NY,Narrows Generating Station,2499,CT02-6,CP0001,2025,"RGGI, SIPNOX",601740,2,,Kings County,NY047,047,Electric Utility,40.6486,-74.0209,"Astoria Generating Company, LP (Owner)|Astoria Operating Services, Inc. (Operator)",,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,1972-05-01,Operating,297,NT26 (22)
NY,Narrows Generating Station,2499,CT02-7,CP0001,2025,"RGGI, SIPNOX",601740,2,,Kings County,NY047,047,Electric Utility,40.6486,-74.0209,"Astoria Generating Company, LP (Owner)|Astoria Operating Services, Inc. (Operator)",,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,1972-05-01,Operating,297,NT27 (22)
NY,Narrows Generating Station,2499,CT02-8,CP0001,2025,"RGGI, SIPNOX",601740,2,,Kings County,NY047,047,Electric Utility,40.6486,-74.0209,"Astoria Generating Company, LP (Owner)|Astoria Operating Services, Inc. (Operator)",,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,1972-05-01,Operating,297,NT28 (22)
NY,Ravenswood Generating Station,2500,10,,2025,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI",605624,2,NPCC,Queens County,NY081,081,Electric Utility,40.7585,-73.9451,"Helix Ravenswood, LLC (Owner)|Helix Ravenswood, LLC (Operator)",Phase 2,,Tangentially-fired,Pipeline Natural Gas,Residual Oil,,Overfire Air,,,1963-02-01,Operating,4204,1 (400)
