State,Facility Name,Facility ID,Unit ID,Associated Stacks,Date,Operating Time Count,Sum of the Operating Time,Gross Load (MWh),Steam Load (1000 lb),SO2 Mass (short tons),SO2 Rate (lbs/mmBtu),CO2 Mass (short tons),CO2 Rate (short tons/mmBtu),NOx Mass (short tons),NOx Rate (lbs/mmBtu),Heat Input (mmBtu),Primary Fuel Type,Secondary Fuel Type,Unit Type,SO2 Controls,NOx Controls,PM Controls,Hg Controls,Program Code,source_row_number,source_record_sha256,source_record_base64
NY,Danskammer Generating Station,2480,3,,2025-07-29,21,20.25,951.75,,0.003,0.001,531.3,0.059,0.501,0.1113,8967.05,Pipeline Natural Gas,,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI",941,0f6123dde96a65e9dd63d858e9aebe894a7659ca6d5763a40233a5f02ddb63c7,Ik5ZIiwiRGFuc2thbW1lciBHZW5lcmF0aW5nIFN0YXRpb24iLDI0ODAsIjMiLCwiMjAyNS0wNy0yOSIsMjEsMjAuMjUsOTUxLjc1LCwwLjAwMywwLjAwMSw1MzEuMywwLjA1OSwwLjUwMSwwLjExMTMsODk2Ny4wNSwiUGlwZWxpbmUgTmF0dXJhbCBHYXMiLCwiVGFuZ2VudGlhbGx5LWZpcmVkIiwsIkxvdyBOT3ggQnVybmVyIFRlY2hub2xvZ3kgdy8gU2VwYXJhdGVkIE9GQSIsIkVsZWN0cm9zdGF0aWMgUHJlY2lwaXRhdG9yIiwsIkFSUCwgQ1NOT1gsIENTT1NHMkUsIENTU08yRzEsIFJHR0kiCg==
