interface_name,target_flow_mw,calculated_pf_flow_mw,residual_mw,accuracy_scale_mw,normalized_residual,reporting_scale_mw,reporting_objective_term,absolute_error_mw,signed_percentage_error_pct,absolute_percentage_error_pct,target_source
Dysinger_East,967.776068342782,965.47083743908,-2.30523090370218,100,-0.0230523090370218,1231.31610688274,3.50501390364753e-06,2.30523090370218,-0.238198791963275,0.238198791963275,scaled NYISO P-32
West_Central,559.985983797111,534.876200044799,-25.1097837523123,150,-0.167398558348749,4634.5681465926,2.93540074619304e-05,25.1097837523123,-4.4840021855636,4.4840021855636,scaled NYISO P-32
Moses_South,-55.8104160947309,-54.8929260614805,0.917490033250388,100,0.00917490033250388,1124.88579191751,6.65251477255648e-07,0.917490033250388,1.64394049973229,1.64394049973229,scaled NYISO P-32
Central_East,1002.33486432337,1001.39987347688,-0.93499084649477,100,-0.0093499084649477,1392.92634591109,4.50565996250653e-07,0.93499084649477,-0.0932812855039158,0.0932812855039158,scaled NYISO P-32
Total_East_proxy,1885.69773626077,1882.72693496213,-2.97080129863525,150,-0.0198053419909017,2905.13643967645,1.0457169378578e-06,2.97080129863525,-0.157543875750001,0.157543875750001,scaled NYISO P-32
UPNY_ConEd,2186.02924703846,2184.65458690579,-1.3746601326684,100,-0.013746601326684,2999.1759695476,2.10081001839479e-07,1.3746601326684,-0.0628838856813433,0.0628838856813433,scaled NYISO P-32
Dunwoodie_South,1287.80646363194,1290.58447610243,2.77801247048546,100,0.0277801247048546,1935.84206726617,2.05934227795215e-06,2.77801247048546,0.215716611846377,0.215716611846377,scaled NYISO P-32
