scenario_id,structural_pf_success,operational_pf_success,initial_dc_interface_objective,structural_interface_objective,operational_interface_objective,objective_improvement_percent,structural_max_abs_residual_mw,operational_max_abs_residual_mw,structural_mean_abs_residual_mw,operational_mean_abs_residual_mw,structural_mean_signed_residual_mw,operational_mean_signed_residual_mw,operational_huber_objective,ac_iteration_count,estimator_converged,structural_losses_mw,operational_losses_mw,structural_reference_adjustment_mw,operational_reference_adjustment_mw,min_voltage_pu,max_voltage_pu,voltage_violation_count,branch_overload_count,max_branch_overload_mva,generator_p_violation_count,max_generator_p_violation_mw,generator_q_violation_count,max_generator_q_violation_mvar,q_enforced_pf_success,wape_pct,mape_pct,all_interfaces_within_25_mw,all_interfaces_within_50_mw
S2_2025_WINTER_PEAK_PUBLIC,1,1,0.000680849381661671,0.026095818832274,3.72899790567337e-05,99.857103625311,208.259236869822,25.1097837523123,123.535809267572,5.19870991964982,-123.535809267572,-4.14285206143958,0.0150391209108103,6,0,226.171548891991,262.731065034313,226.171548891985,0.0599202561497805,0.952721175,1.10845722340888,3,2,94.216025620855,0,0,0,0,1,0.458010706359936,0.9850810194344,0,1
