source_id,source_uri
NYgrid_TableI_and_flow4Plot,https://github.com/AndersonEnergyLab-Cornell/NYgrid/blob/47698b6c7823ae7b1bc6935e5601d5b64b8f918e/Utility/flow4Plot.m
NYISO_DE_WC_2014,https://www.nyiso.com/documents/20142/1394656/DE_WC_Stability_Limit_Report_final-3.pdf/b461b192-f51d-7bf7-340e-d424b60c84fa
NYISO_CEVC_2024,https://www.nyiso.com/documents/20142/3692791/Central-East-Voltage-Limit-Study-2024-FINAL.pdf
NYISO_TE_2023,https://www.nyiso.com/documents/20142/3692388/TE-23-StabReport-OC-09-15-2023-Approved.pdf/b03ef116-aa5a-616d-9a5a-86f091e8e53d
NYISO_MS_2024,https://www.nyiso.com/documents/20142/1411640/MS-24-StabReport-OC-07-18-2024-Approved.pdf/1c512118-6ef0-2092-5653-2f2807d3e380
NYISO_Appendix5_1,https://www.nyiso.com/documents/20142/1410707/CRPP_Appendix_5.1_Interface_Definitions.pdf/6bd50d60-bfd2-4572-31bf-634fbb6c8ddf
