branch_key,temperature_c,independent_PF_equilibrium_c,heat_residual_w_m,temperature_limit_c,passed
PERFORM2019:AC:651:858:1,64.4085396671081,64.4059498784095,-0.00363627741784533,75,1
PERFORM2019:AC:651:858:2,64.4085396671081,64.4059498784095,-0.00363627741784533,75,1
PERFORM2019:AC:651:902:1,64.3749080716839,64.3723110774044,-0.00364571052180906,75,1
PERFORM2019:AC:651:902:2,64.3749080716839,64.3723110774044,-0.00364571052180906,75,1
PERFORM2019:AC:858:902:1,64.3229735092551,64.3203647057511,-0.00366122594524043,75,1
PERFORM2019:AC:858:902:2,64.3229735092551,64.3203647057511,-0.00366122594524043,75,1
PERFORM2019:AC:897:902:1,74.9999999972695,74.9999999959267,-1.98327398948095e-09,75,1
PERFORM2019:AC:897:902:2,74.9999999972695,74.9999999959267,-1.98327398948095e-09,75,1
PERFORM2019:AC:774:1519:1,60.7868301403258,60.7833590348024,-0.00476945437411835,75,1
PERFORM2019:AC:774:900:1,60.7712365257711,60.7677616122557,-0.0047742091878451,75,1
PERFORM2019:AC:900:1519:1,60.7732304114827,60.7697559908249,-0.00477359311411796,75,1
NY2025:CEEC:351,62.3551823327177,62.3520753551721,-0.00431090209293572,75,1
NY2025:CEEC:352,62.3551823327177,62.3520753551721,-0.00431090209293572,75,1
NY2025:CEEC:361,63.819757160161,63.8170067620179,-0.00384899615760936,75,1
NY2025:CEEC:362,63.819757160161,63.8170067620179,-0.00384899615760936,75,1
NY2025:CEEC:14,61.9336397051169,61.9304339122345,-0.00443664812477174,75,1
NY2025:CEEC:371,62.0855899212724,62.0824280973327,-0.00437985411370434,75,1
NY2025:NYES:1,61.9356264808231,61.9324349750984,-0.00441692920860604,75,1
NY2025:NYES:2,61.9013550364019,61.8981580025376,-0.0044236519897094,75,1
NY2025_SPC:MH2,74.9999999998453,75.0000000034493,4.97886887274035e-09,75,1
NY2025_SPC:MH3,74.9999999998453,75.0000000034493,4.97886887274035e-09,75,1
NY2025_SPC:HA2,65.7143964103796,65.7121337915237,-0.0029929002431679,75,1
NY2025_SPC:HW2,60.5685721096167,60.5650480158147,-0.00452288638845744,75,1
NY2025_SPC:LINE11,65.9969592885544,65.994771033562,-0.00289888228515167,75,1
NY2025_SPC:LINE13,65.8525801819968,65.8503546486564,-0.00294601168083375,75,1
