scenario_id,timestamp,operator_role,interface_name,observed_benchmark_mw,observed_public_mw,DC_raw_prior_REF42_benchmark_mw,DC_raw_prior_REF42_public_mw,bounded_AC_benchmark_mw,bounded_AC_public_mw,DC_absolute_error_public_mw,AC_absolute_error_public_mw,DC_actual_flow_error_pct,AC_actual_flow_error_pct,AC_minus_DC_error_percentage_points,AC_minus_DC_absolute_error_public_mw,AC_minus_DC_flow_public_mw,DC_wrong_direction,AC_wrong_direction,exact_zero_observation,targets_used_in_optimization
S2_2019_WINTER_PEAK_PUBLIC,2019-01-21 18:00,current_roles,Dysinger East,809.314437214,2256.48083333,718.522111152,2003.33924318,740.445113919,2064.46361373,253.141590156,192.017219606,11.2184241238,8.50958788437,-2.70883623946,-61.1243705497,61.1243705497,False,False,False,False
S2_2019_WINTER_PEAK_PUBLIC,2019-01-21 18:00,current_roles,West Central,483.918133237,1349.23083333,394.638623936,1100.30718601,408.999235883,1140.3465627,248.923647327,208.884270637,18.4493002367,15.4817296993,-2.96757053733,-40.0393766905,40.0393766905,False,False,False,False
S2_2019_WINTER_PEAK_PUBLIC,2019-01-21 18:00,current_roles,Total East,1693.81165011,4722.58166667,1610.19738037,4489.4534925,1629.6545029,4543.70264714,233.128174166,178.879019525,4.93645617209,3.78773798213,-1.14871818996,-54.2491546405,54.2491546405,False,False,False,False
S2_2019_WINTER_PEAK_PUBLIC,2019-01-21 18:00,current_roles,Moses South,380.296730817,1060.32,492.826647085,1374.06900479,489.266792154,1364.14363579,313.749004788,303.823635793,29.5900298766,28.6539568992,-0.93607297745,-9.92536899449,-9.92536899449,False,False,False,False
S2_2019_WINTER_PEAK_PUBLIC,2019-01-21 18:00,current_roles,Central East,980.145852934,2732.7825,1207.9694207,3367.98618649,1209.35781462,3371.85722119,635.203686486,639.074721192,23.2438434631,23.3854952303,0.141651767262,3.87103470667,3.87103470667,False,False,False,False
S2_2019_WINTER_PEAK_PUBLIC,2019-01-21 18:00,current_roles,UpNY-Coned,952.10892789,2654.61166667,1024.68681572,2856.96887826,986.203119652,2749.67099923,202.35721159,95.0593325668,7.62285550579,3.58091293579,-4.04194257,-107.297879023,-107.297879023,False,False,False,False
S2_2019_WINTER_PEAK_PUBLIC,2019-01-21 18:00,current_roles,Dun/SPR-South,913.444841109,2546.81083333,1180.04618783,3290.1323427,1139.09552622,3175.95622179,743.32150937,629.145388454,29.186365145,24.7032633998,-4.48310174522,-114.176120917,-114.176120917,False,False,False,False
S2_2019_WINTER_PEAK_PUBLIC,2019-01-21 18:00,paper_roles,Dysinger East,809.314437214,2256.48083333,718.522111152,2003.33924318,740.703302555,2065.18347943,253.141590156,191.297353899,11.2184241238,8.47768574289,-2.74073838093,-61.8442362575,61.8442362575,False,False,False,False
S2_2019_WINTER_PEAK_PUBLIC,2019-01-21 18:00,paper_roles,West Central,483.918133237,1349.23083333,394.638623936,1100.30718601,408.999235883,1140.3465627,248.923647327,208.884270637,18.4493002367,15.4817296993,-2.96757053733,-40.0393766905,40.0393766905,False,False,False,False
S2_2019_WINTER_PEAK_PUBLIC,2019-01-21 18:00,paper_roles,Total East,1693.81165011,4722.58166667,1734.6915842,4836.56058943,1749.10620736,4876.75055689,113.978922759,154.168890223,2.41348759648,3.26450448302,0.851016886535,40.1899674637,40.1899674637,False,False,False,False
S2_2019_WINTER_PEAK_PUBLIC,2019-01-21 18:00,paper_roles,Moses South,380.296730817,1060.32,124.873504066,348.164638561,124.43421129,346.93982941,712.155361439,713.38017059,67.1641920777,67.279705239,0.115513161239,1.22480915125,-1.22480915125,False,False,False,False
S2_2019_WINTER_PEAK_PUBLIC,2019-01-21 18:00,paper_roles,Central East,980.145852934,2732.7825,1307.80206519,3646.33343752,1319.72775468,3679.58391291,913.550937523,946.801412911,33.429332101,34.6460581078,1.21672600684,33.2504753878,33.2504753878,False,False,False,False
S2_2019_WINTER_PEAK_PUBLIC,2019-01-21 18:00,paper_roles,UpNY-Coned,952.10892789,2654.61166667,908.070888216,2531.82750776,870.946343789,2428.31913191,122.784158905,226.292534752,4.62531527479,8.52450614882,3.89919087404,103.508375848,-103.508375848,False,False,False,False
S2_2019_WINTER_PEAK_PUBLIC,2019-01-21 18:00,paper_roles,Dun/SPR-South,913.444841109,2546.81083333,564.173844354,1572.9948805,540.04163264,1505.71092918,973.815952832,1041.09990416,38.2366817389,40.878572155,2.64189041617,67.2839513239,-67.2839513239,False,False,False,False
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,current_roles,Dysinger East,332.062639206,925.836666667,635.391352388,1771.55916465,559.504497824,1559.97609514,845.722497983,634.13942847,91.3468356172,68.4936610637,-22.8531745535,-211.583069514,-211.583069514,False,False,False,False
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,current_roles,West Central,271.722501949,757.6,569.371164005,1587.48572811,487.790846465,1360.02849463,829.885728108,602.428494626,109.541410785,79.5180167141,-30.023394071,-227.457233482,-227.457233482,False,False,False,False
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,current_roles,Total East,1283.80931825,3579.43833333,1294.40599901,3608.98334814,1121.20243994,3126.06781701,29.5450148066,453.370516323,0.825409241765,12.6659680683,11.8405588265,423.825501517,-482.91553113,False,False,False,False
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,current_roles,Moses South,306.724049639,855.189166667,327.008082131,911.743860907,322.60902495,899.478679717,56.5546942407,44.2895130502,6.61312098482,5.17891418372,-1.43420680109,-12.2651811906,-12.2651811906,False,False,False,False
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,current_roles,Central East,675.048934257,1882.13,1024.68028822,2856.95067868,899.30566148,2507.38884064,974.820678681,625.258840637,51.7934828456,33.2208104986,-18.572672347,-349.561838044,-349.561838044,False,False,False,False
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,current_roles,UpNY-Coned,518.815967766,1446.53083333,693.056738747,1932.33825505,709.152931095,1977.21667048,485.80742172,530.685837145,33.5843115491,36.6867974685,3.10248591944,44.8784154245,44.8784154245,False,False,False,False
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,current_roles,Dun/SPR-South,739.783281546,2062.61833333,1052.25364879,2933.82903001,1062.33934456,2961.94934783,871.210696677,899.331014495,42.2380952694,43.6014263987,1.36333112937,28.1203178183,28.1203178183,False,False,False,False
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,paper_roles,Dysinger East,332.062639206,925.836666667,635.391352388,1771.55916465,561.482713813,1565.49163552,845.722497983,639.654968856,91.3468356172,69.0893968543,-22.2574387628,-206.067529127,-206.067529127,False,False,False,False
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,paper_roles,West Central,271.722501949,757.6,569.371164005,1587.48572811,487.790846465,1360.02849463,829.885728108,602.428494626,109.541410785,79.5180167141,-30.023394071,-227.457233482,-227.457233482,False,False,False,False
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,paper_roles,Total East,1283.80931825,3579.43833333,1323.66494081,3690.5613336,1148.44937603,3202.03605164,111.123000263,377.402281691,3.10448148325,10.5436173652,7.43913588199,266.279281429,-488.525281954,False,False,False,False
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,paper_roles,Moses South,306.724049639,855.189166667,96.6029327803,269.342367119,96.3051945828,268.512231753,585.846799548,586.676934913,68.504936964,68.602007343,0.0970703790082,0.83013536532,-0.83013536532,False,False,False,False
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,paper_roles,Central East,675.048934257,1882.13,1076.95266287,3002.69330488,915.535276888,2552.63925805,1120.56330488,670.509258048,59.5369769826,35.6250236726,-23.91195331,-450.054046834,-450.054046834,False,False,False,False
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,paper_roles,UpNY-Coned,518.815967766,1446.53083333,590.488914242,1646.36494299,605.070573719,1687.02063083,199.834109654,240.489797499,13.814714837,16.6252797353,2.81056489834,40.6556878454,40.6556878454,False,False,False,False
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,paper_roles,Dun/SPR-South,739.783281546,2062.61833333,604.258828633,1684.75737301,613.683426808,1711.03445911,377.86096032,351.583874226,18.3194803524,17.0455129068,-1.27396744562,-26.2770860941,26.2770860941,False,False,False,False
S1_2019_SUMMER_PEAK_PUBLIC,2019-07-20 16:00,current_roles,Dysinger East,531.279457107,1481.28076923,534.275433169,1489.63396577,546.647293788,1524.1284281,8.35319654404,42.8476588656,0.563917166654,2.8926088663,2.32869169965,34.4944623215,34.4944623215,False,False,False,False
S1_2019_SUMMER_PEAK_PUBLIC,2019-07-20 16:00,current_roles,West Central,110.691991361,308.624615385,118.752677928,331.098926857,125.450969564,349.774692416,22.4743114724,41.150077031,7.2820865064,13.3333749091,6.0512884027,18.6757655587,18.6757655587,False,False,False,False
S1_2019_SUMMER_PEAK_PUBLIC,2019-07-20 16:00,current_roles,Total East,1572.04329557,4383.07461538,1430.50783583,3988.45413484,1354.07233362,3775.34135963,394.620480544,607.733255751,9.00328000713,13.8654553956,4.86217538844,213.112775206,-213.112775206,False,False,False,False
S1_2019_SUMMER_PEAK_PUBLIC,2019-07-20 16:00,current_roles,Moses South,777.576945687,2167.99230769,856.706371096,2388.61611419,843.369583679,2351.4313022,220.623806493,183.438994507,10.1764109453,8.46123825516,-1.71517269014,-37.184811986,-37.184811986,False,False,False,False
S1_2019_SUMMER_PEAK_PUBLIC,2019-07-20 16:00,current_roles,Central East,860.666016289,2399.65615385,1127.68537127,3144.14312818,1050.08731732,2927.78899758,744.486974339,528.132843737,31.0247354874,22.0086883235,-9.01604716389,-216.354130602,-216.354130602,False,False,False,False
S1_2019_SUMMER_PEAK_PUBLIC,2019-07-20 16:00,current_roles,UpNY-Coned,1268.28591133,3536.15692308,1280.07509599,3569.02680406,1191.79648237,3322.89379263,32.8698809861,213.263130446,0.929536830551,6.03092948319,5.10139265263,180.393249459,-246.133011432,False,False,False,False
S1_2019_SUMMER_PEAK_PUBLIC,2019-07-20 16:00,current_roles,Dun/SPR-South,1052.43719032,2934.34076923,1277.91548915,3563.00552084,1204.60492644,3358.60551014,628.664751609,424.264740906,21.4243948147,14.4586049907,-6.96578982398,-204.400010704,-204.400010704,False,False,False,False
S1_2019_SUMMER_PEAK_PUBLIC,2019-07-20 16:00,paper_roles,Dysinger East,531.279457107,1481.28076923,534.275433169,1489.63396577,546.849170837,1524.69128929,8.35319654404,43.4105200593,0.563917166654,2.93060714491,2.36668997826,35.0573235152,35.0573235152,False,False,False,False
S1_2019_SUMMER_PEAK_PUBLIC,2019-07-20 16:00,paper_roles,West Central,110.691991361,308.624615385,118.752677928,331.098926857,125.450969564,349.774692416,22.4743114724,41.150077031,7.2820865064,13.3333749091,6.0512884027,18.6757655587,18.6757655587,False,False,False,False
S1_2019_SUMMER_PEAK_PUBLIC,2019-07-20 16:00,paper_roles,Total East,1572.04329557,4383.07461538,1696.69003502,4730.60700276,1620.66905456,4518.64997168,347.53238738,135.575356299,7.92896352163,3.09315647565,-4.83580704598,-211.957031081,-211.957031081,False,False,False,False
S1_2019_SUMMER_PEAK_PUBLIC,2019-07-20 16:00,paper_roles,Moses South,777.576945687,2167.99230769,565.849034049,1577.66554158,565.242671395,1575.97491845,590.326766117,592.017389247,27.2291909903,27.3071720387,0.0779810483948,1.69062313066,-1.69062313066,False,False,False,False
S1_2019_SUMMER_PEAK_PUBLIC,2019-07-20 16:00,paper_roles,Central East,860.666016289,2399.65615385,1213.1319448,3382.38001928,1146.4803485,3196.54612994,982.723865436,796.889976094,40.9526949876,33.2085067611,-7.74418822645,-185.833889342,-185.833889342,False,False,False,False
S1_2019_SUMMER_PEAK_PUBLIC,2019-07-20 16:00,paper_roles,UpNY-Coned,1268.28591133,3536.15692308,1140.32102293,3179.37307648,1055.42325931,2942.66634349,356.783846599,593.490579586,10.0895931476,16.7834910185,6.69389787094,236.706732987,-236.706732987,False,False,False,False
S1_2019_SUMMER_PEAK_PUBLIC,2019-07-20 16:00,paper_roles,Dun/SPR-South,1052.43719032,2934.34076923,669.110151738,1865.57185114,625.465053455,1743.8832673,1068.76891809,1190.45750193,36.4227948336,40.5698450028,4.14705016924,121.688583836,-121.688583836,False,False,False,False
