scenario_id,generator_key,zone,prior_public_mw,prior_benchmark_mw,coverage_qualified,source_method,observed_plant_net_generation,subset_of_zone_prior,inferred_offline_zero_prior_units,model_gen_row,model_key_found,bounded_prior_mw,assigned_online,unallocated_source_prior_mw,clipped_source_prior_mw,observed_generator_dispatch
S6_2025_LOW_TOTAL_EAST_PUBLIC,NY2025:GEN:CRICKET_VALLEY:PV73,G,686.979515759481,244.398912047025,1,EPA_Cricket_three_clock_hour_units_times_statewide_fossil_total_reconciliation,False,True,1,36,1,244.398912047025,1,0,0,0
S6_2025_LOW_TOTAL_EAST_PUBLIC,NY2025:GEN:SOUTH_FORK:K9003,K,29.2986675031076,10.4232546938037,1,P63_statewide_wind_times_active_EIA_SouthFork_capacity_share,False,True,0,37,1,10.4232546938037,1,0,0,0
