scenario_id,external_region,model_bus,allocation_weight,p_injection_mw,q_injection_mvar,landing_assumption,q_assumption
S6_2025_LOW_TOTAL_EAST_PUBLIC,HQ,48,1,-287.956988800991,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S6_2025_LOW_TOTAL_EAST_PUBLIC,ONTARIO,54,1,-245.274250623645,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S6_2025_LOW_TOTAL_EAST_PUBLIC,ISONE,37,0.4,112.939974340867,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S6_2025_LOW_TOTAL_EAST_PUBLIC,ISONE,73,0.6,169.4099615113,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S6_2025_LOW_TOTAL_EAST_PUBLIC,PJM,66,0.35,-21.8277801167033,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S6_2025_LOW_TOTAL_EAST_PUBLIC,PJM,67,0.15,-9.35476290715856,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S6_2025_LOW_TOTAL_EAST_PUBLIC,PJM,75,0.25,-15.5912715119309,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S6_2025_LOW_TOTAL_EAST_PUBLIC,PJM,81,0.25,-15.5912715119309,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S6_2025_LOW_TOTAL_EAST_PUBLIC,SCH - HQ_CEDARS,48,1,0,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S6_2025_LOW_TOTAL_EAST_PUBLIC,SCH - NPX_CSC,80,1,117.400357835059,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S6_2025_LOW_TOTAL_EAST_PUBLIC,SCH - NPX_1385,80,1,22.7685542467992,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S6_2025_LOW_TOTAL_EAST_PUBLIC,SCH - PJM_NEPTUNE,80,1,234.800715670117,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S6_2025_LOW_TOTAL_EAST_PUBLIC,SCH - PJM_VFT,81,1,90.2144668919402,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S6_2025_LOW_TOTAL_EAST_PUBLIC,SCH - PJM_HTP,81,1,234.682129450082,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
