scenario_id,external_region,model_bus,allocation_weight,p_injection_mw,q_injection_mvar,landing_assumption,q_assumption
S2_2025_WINTER_PEAK_PUBLIC,HQ,48,1,-92.6454844026662,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S2_2025_WINTER_PEAK_PUBLIC,ONTARIO,54,1,675.947976443954,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S2_2025_WINTER_PEAK_PUBLIC,ISONE,37,0.4,22.9924450302261,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S2_2025_WINTER_PEAK_PUBLIC,ISONE,73,0.6,34.4886675453391,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S2_2025_WINTER_PEAK_PUBLIC,PJM,66,0.35,167.625090666992,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S2_2025_WINTER_PEAK_PUBLIC,PJM,67,0.15,71.8393245715679,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S2_2025_WINTER_PEAK_PUBLIC,PJM,75,0.25,119.73220761928,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S2_2025_WINTER_PEAK_PUBLIC,PJM,81,0.25,119.73220761928,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S2_2025_WINTER_PEAK_PUBLIC,SCH - HQ_CEDARS,48,1,-35.5758660106238,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S2_2025_WINTER_PEAK_PUBLIC,SCH - NPX_CSC,80,1,50.7845487301655,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S2_2025_WINTER_PEAK_PUBLIC,SCH - NPX_1385,80,1,48.5610571045015,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S2_2025_WINTER_PEAK_PUBLIC,SCH - PJM_NEPTUNE,80,1,229.464335768524,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S2_2025_WINTER_PEAK_PUBLIC,SCH - PJM_VFT,81,1,112.063977933465,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S2_2025_WINTER_PEAK_PUBLIC,SCH - PJM_HTP,81,1,71.1517320212476,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
