interface_name,model_flow_mw,target_flow_mw,residual_mw,absolute_residual_mw,used_in_optimizer,exact_public_operator
Dysinger_East,820.24849296937,NaN,NaN,NaN,0,0
West_Central,506.47343523012,NaN,NaN,NaN,0,0
Moses_South,124.286264406919,NaN,NaN,NaN,0,0
Central_East,943.795025317811,NaN,NaN,NaN,0,0
Total_East_proxy,1364.80321710336,NaN,NaN,NaN,0,0
UPNY_ConEd,1692.25461339348,NaN,NaN,NaN,0,0
Dunwoodie_South,1158.03364387154,NaN,NaN,NaN,0,0
