scenario_id,zone,source_prior_public_mw,source_prior_benchmark_mw,online_generator_count,allocatable_headroom_mw,online_pmin_mw,online_pmax_mw,raw_generator_prior_mw,bounded_generator_prior_mw,unallocated_source_prior_mw,clipped_source_prior_mw,total_unrepresented_prior_mw,zone_sigma_mw,effective_coherent_zone_sigma_mw,generator_sigma_floor_count,allocation_status,source_method,source_coverage_qualified,observed_zonal_generation,named_source_subset_mw,named_bounded_generator_prior_mw,generic_source_residual_mw,solved_generation_mw,deviation_from_source_prior_mw,deviation_from_bounded_prior_mw,gross_load_benchmark_mw,scheduled_import_benchmark_mw,solved_generation_public_scale_mw,electrical_baseline_qualified
S6_2019_LOW_TOTAL_EAST_PUBLIC,A,1681.73023596772,603.173108923598,7,1292.8,0,1292.8,603.173108923598,603.173108923598,1.13686837721616e-13,0,1.13686837721616e-13,90.4759663385397,90.4759663385398,0,represented_within_zone,EPA_grid_gross_share_times_P63_combined_fossil_plus_NRC_EIA_nonfossil,1,0,0,0,603.173108923598,678.46990502325,75.2967960996521,75.2967960996522,526.587879305171,304.31981718804,1891.66814069006,1
S6_2019_LOW_TOTAL_EAST_PUBLIC,B,579.11978702035,207.7083915752,1,288.8,0,288.8,207.7083915752,207.7083915752,0,0,0,50,50,0,represented_within_zone,EPA_grid_gross_share_times_P63_combined_fossil_plus_NRC_EIA_nonfossil,1,0,0,0,207.7083915752,231.181984545106,23.4735929699061,23.4735929699061,349.767402192074,0,644.567417991065,1
S6_2019_LOW_TOTAL_EAST_PUBLIC,C,2859.6047965238,1025.63222003294,6,2511.2,0,2511.2,1025.63222003294,1025.63222003294,0,0,0,153.844833004941,153.844833004941,0,represented_within_zone,EPA_grid_gross_share_times_P63_combined_fossil_plus_NRC_EIA_nonfossil,1,0,0,0,1025.63222003294,1248.66626025853,223.03404022559,223.03404022559,547.605485712529,29.7313051730024,3481.45461633221,1
S6_2019_LOW_TOTAL_EAST_PUBLIC,D,849.376159027684,304.639143382891,2,984.9807077,0,984.9807077,304.639143382891,304.639143382891,5.6843418860808e-14,0,5.6843418860808e-14,50,50,0,represented_within_zone,EPA_grid_gross_share_times_P63_combined_fossil_plus_NRC_EIA_nonfossil,1,0,0,0,304.639143382891,327.0969183524,22.4577749695094,22.4577749695094,173.484918417049,68.1458228224919,911.99154860661,1
S6_2019_LOW_TOTAL_EAST_PUBLIC,E,215.951195242886,77.4535362596162,2,600,0,600,77.4535362596162,77.4535362596162,0,0,0,50,50,0,represented_within_zone,EPA_grid_gross_share_times_P63_combined_fossil_plus_NRC_EIA_nonfossil,1,0,0,0,77.4535362596162,101.425414511932,23.9718782523154,23.9718782523154,256.622822260489,0,282.788114650317,1
S6_2019_LOW_TOTAL_EAST_PUBLIC,F,1928.1019108232,691.537322098242,5,2168.003995,0,2168.003995,691.537322098242,691.537322098242,1.13686837721616e-13,0,1.13686837721616e-13,103.730598314736,103.730598314736,0,represented_within_zone,EPA_grid_gross_share_times_P63_combined_fossil_plus_NRC_EIA_nonfossil,1,0,0,0,691.537322098242,795.641392936135,104.104070837893,104.104070837893,456.110752017699,-25.5876804831695,2218.3584906098,1
S6_2019_LOW_TOTAL_EAST_PUBLIC,G,732.262543678941,262.634913479433,3,2200,0,2200,262.634913479433,262.634913479433,0,0,0,50,50,0,represented_within_zone,EPA_grid_gross_share_times_P63_combined_fossil_plus_NRC_EIA_nonfossil,1,0,0,0,262.634913479433,287.613165935572,24.9782524561388,24.9782524561388,358.016633375849,-23.5158681382531,801.905373864271,1
S6_2019_LOW_TOTAL_EAST_PUBLIC,H,2028.86092660409,727.67577492547,0,0,0,0,0,0,727.67577492547,0,727.67577492547,109.15136623882,Inf,0,no_online_generator_source_total_unallocated,EPA_grid_gross_share_times_P63_combined_fossil_plus_NRC_EIA_nonfossil,1,0,0,0,727.67577492547,0,-727.67577492547,0,102.1828680112,0,0,1
S6_2019_LOW_TOTAL_EAST_PUBLIC,I,0,0,1,565.099092,0,565.099092,0,0,0,0,0,50,50,0,represented_within_zone,EPA_grid_gross_share_times_P63_combined_fossil_plus_NRC_EIA_nonfossil,1,0,0,0,0,25.3401186733895,25.3401186733895,25.3401186733895,239.586366554866,0,70.6517633587793,1
S6_2019_LOW_TOTAL_EAST_PUBLIC,J,2861.08958338628,1026.16475699326,5,4197.07746,0,4197.07746,1026.16475699326,1026.16475699326,0,0,0,153.924713548988,153.924713548988,0,represented_within_zone,EPA_grid_gross_share_times_P63_combined_fossil_plus_NRC_EIA_nonfossil,1,0,0,0,1026.16475699326,1266.81742944685,240.65267245359,240.65267245359,2202.18606384263,163.710476119839,3532.06259203694,1
S6_2019_LOW_TOTAL_EAST_PUBLIC,K,950.569528391701,340.933382432845,3,2384.929342,0,2384.929342,340.933382432845,340.933382432845,-5.6843418860808e-14,0,-5.6843418860808e-14,51.1400073649267,51.1400073649267,0,represented_within_zone,EPA_grid_gross_share_times_P63_combined_fossil_plus_NRC_EIA_nonfossil,1,0,0,0,340.933382432845,367.559293513947,26.6259110811026,26.6259110811026,861.865327591831,291.95105146057,1024.80625921212,1
