Timestamp,Interface Name,Point ID,Flow (MWH),Positive Limit (MWH),Negative Limit (MWH)
01/11/2025 00:00,CENTRAL EAST - VC,23330,2597.12,3100,-9999
01/11/2025 00:00,DYSINGER EAST,23326,1380.29,3200,-9999
01/11/2025 00:00,MOSES SOUTH,23319,670.93,2650,-1600
01/11/2025 00:00,SCH - HQ - NY,23324,514,730,-980
01/11/2025 00:00,SCH - HQ_CEDARS,325274,0,100,-100
01/11/2025 00:00,SCH - HQ_IMPORT_EXPORT,325376,514,1310,-9999
01/11/2025 00:00,SCH - NE - NY,23318,-1243.59,1400,-1800
01/11/2025 00:00,SCH - NPX_1385,325277,-40,200,-200
01/11/2025 00:00,SCH - NPX_CSC,325154,115,330,-330
01/11/2025 00:00,SCH - OH - NY,23317,1600.23,2200,-1850
01/11/2025 00:00,SCH - PJ - NY,23316,1406.61,1700,-2400
01/11/2025 00:00,SCH - PJM_HTP,325905,200,660,-660
01/11/2025 00:00,SCH - PJM_NEPTUNE,325305,660,660,-660
01/11/2025 00:00,SCH - PJM_VFT,325658,315,315,-315
01/11/2025 00:00,SPR/DUN-SOUTH,23320,1583.99,4600,-9999
01/11/2025 00:00,TOTAL EAST,23314,4411.42,7550,-9999
01/11/2025 00:00,UPNY CONED,23315,3042.8,6555,-9999
01/11/2025 00:00,WEST CENTRAL,23312,895.93,9999,-9999
01/11/2025 00:05,CENTRAL EAST - VC,23330,2517.02,3100,-9999
01/11/2025 00:05,DYSINGER EAST,23326,1131.24,3200,-9999
01/11/2025 00:05,MOSES SOUTH,23319,718.89,2650,-1600
01/11/2025 00:05,SCH - HQ - NY,23324,593,730,-980
01/11/2025 00:05,SCH - HQ_CEDARS,325274,0,100,-100
01/11/2025 00:05,SCH - HQ_IMPORT_EXPORT,325376,593,1310,-9999
01/11/2025 00:05,SCH - NE - NY,23318,-1110.39,1400,-1800
01/11/2025 00:05,SCH - NPX_1385,325277,-20,200,-200
01/11/2025 00:05,SCH - NPX_CSC,325154,150,330,-330
01/11/2025 00:05,SCH - OH - NY,23317,1600.43,2200,-1850
01/11/2025 00:05,SCH - PJ - NY,23316,1404.68,1700,-2400
01/11/2025 00:05,SCH - PJM_HTP,325905,200,660,-660
01/11/2025 00:05,SCH - PJM_NEPTUNE,325305,660,660,-660
01/11/2025 00:05,SCH - PJM_VFT,325658,315,315,-315
01/11/2025 00:05,SPR/DUN-SOUTH,23320,1631,4600,-9999
01/11/2025 00:05,TOTAL EAST,23314,4313.65,7550,-9999
01/11/2025 00:05,UPNY CONED,23315,3068.2,6555,-9999
01/11/2025 00:05,WEST CENTRAL,23312,658.66,9999,-9999
01/11/2025 00:10,CENTRAL EAST - VC,23330,2493.68,3100,-9999
01/11/2025 00:10,DYSINGER EAST,23326,1010.95,3200,-9999
01/11/2025 00:10,MOSES SOUTH,23319,765.96,2650,-1600
01/11/2025 00:10,SCH - HQ - NY,23324,593,730,-980
01/11/2025 00:10,SCH - HQ_CEDARS,325274,0,100,-100
01/11/2025 00:10,SCH - HQ_IMPORT_EXPORT,325376,593,1310,-9999
01/11/2025 00:10,SCH - NE - NY,23318,-1110.2,1400,-1800
01/11/2025 00:10,SCH - NPX_1385,325277,-20,200,-200
01/11/2025 00:10,SCH - NPX_CSC,325154,150,330,-330
01/11/2025 00:10,SCH - OH - NY,23317,1600.3,2200,-1850
01/11/2025 00:10,SCH - PJ - NY,23316,1412.8,1700,-2400
01/11/2025 00:10,SCH - PJM_HTP,325905,200,660,-660
01/11/2025 00:10,SCH - PJM_NEPTUNE,325305,660,660,-660
01/11/2025 00:10,SCH - PJM_VFT,325658,315,315,-315
01/11/2025 00:10,SPR/DUN-SOUTH,23320,1613.06,4600,-9999
01/11/2025 00:10,TOTAL EAST,23314,4201.51,7550,-9999
01/11/2025 00:10,UPNY CONED,23315,3081.86,6555,-9999
01/11/2025 00:10,WEST CENTRAL,23312,545.48,9999,-9999
01/11/2025 00:15,CENTRAL EAST - VC,23330,2579.31,3100,-9999
01/11/2025 00:15,DYSINGER EAST,23326,1207.12,3200,-9999
01/11/2025 00:15,MOSES SOUTH,23319,726.7,2650,-1600
01/11/2025 00:15,SCH - HQ - NY,23324,593,730,-980
01/11/2025 00:15,SCH - HQ_CEDARS,325274,0,100,-100
01/11/2025 00:15,SCH - HQ_IMPORT_EXPORT,325376,593,1310,-9999
01/11/2025 00:15,SCH - NE - NY,23318,-1260.33,1400,-1800
01/11/2025 00:15,SCH - NPX_1385,325277,-20,200,-200
01/11/2025 00:15,SCH - NPX_CSC,325154,150,330,-330
01/11/2025 00:15,SCH - OH - NY,23317,1600.13,2200,-1850
01/11/2025 00:15,SCH - PJ - NY,23316,1414.75,1700,-2400
01/11/2025 00:15,SCH - PJM_HTP,325905,200,660,-660
01/11/2025 00:15,SCH - PJM_NEPTUNE,325305,660,660,-660
01/11/2025 00:15,SCH - PJM_VFT,325658,315,315,-315
01/11/2025 00:15,SPR/DUN-SOUTH,23320,1515.61,4600,-9999
01/11/2025 00:15,TOTAL EAST,23314,4305.44,7550,-9999
01/11/2025 00:15,UPNY CONED,23315,2987.27,6555,-9999
